867729	884159	830310	253063	320947
589575	656105	730113	47684	320094
611109	458729	845	719886	601309
819778	779318	358333	103311	482876
558246	733985	72797	42934	457913
805844	287583	998882	500385	642808
290347	594447	513727	535324	551802
804272	683475	565432	762049	236886
503014	877991	662655	490535	396522
464367	683851	586462	237809	495948
159740	496691	516855	673477	67249
966466	708516	483389	13280	988333
417713	750470	688755	762508	920503
180194	952201	664218	595270	740041
969785	672528	938135	8713	428728
580015	433366	629232	294370	269970
512402	226829	569478	221930	867462
916319	759988	950125	376913	95532
837692	803851	15348	607331	924123
285542	794622	481465	875045	548532
766005	709406	369605	946857	770099
772334	399425	658804	588133	906751
327985	775500	179409	379376	880561
929642	260441	586400	144479	955529
410745	290528	328462	126166	647973
474768	730048	122656	845100	946660
237395	185362	542442	936912	905361
168636	847941	194549	398727	902543
167465	284650	450265	62636	188502
908065	878043	508632	12705	697789
582463	295893	144373	160840	978608
722017	709111	694612	924585	929385
198952	330656	438840	198903	86952
599654	268657	692625	14118	500925
835225	893595	883362	762336	292944
972214	937953	757002	552614	902420
416835	286346	948903	261827	821832
137741	99530	389629	699063	900637
830794	735787	663202	882816	937356
637776	600725	916108	312108	111068
629460	822851	573784	412332	710115
746639	414616	530205	860263	526865
291834	596466	127794	342320	831626
287633	237367	84497	720678	697446
245657	582923	472832	323309	927734
808404	86300	45264	886371	312728
579935	4747	700062	881296	290098
285761	721506	316878	585314	724568
577265	494875	451745	416175	44470
779663	744744	589146	774580	662686
604711	143202	719528	876329	900966
836469	219105	470086	478510	742706
553769	150523	81540	964918	154706
574608	502878	37831	919586	933364
922816	649109	706089	922724	622057
587826	791253	273543	162287	955388
840250	836448	229554	526680	345121
176158	117111	425635	794086	309656
194802	85702	606508	808957	252068
40750	185318	671085	581000	494812
820002	228506	39259	147363	694206
571111	490821	329662	606955	32404
280045	139283	243206	599708	906385
802186	966750	322029	843284	498251
954409	63515	786853	170956	872725
601509	145210	315456	962041	750472
257358	53684	311742	157342	6811
899756	897420	797631	838604	411577
945778	623493	648082	717641	83837
477955	640667	955140	375127	873318
574131	511768	680633	344195	920312
798810	54749	337488	229488	476541
101790	582611	546486	127308	446769
553034	122468	108084	291475	860150
828745	415914	340127	290513	831035
394300	402689	495754	237008	292439
862703	715450	906619	776492	753690
776600	375897	481820	261094	861923
804018	980106	532714	710154	615233
295703	810266	880909	934280	485286
692750	102323	781527	974178	873358
669837	535667	366179	680226	661692
194739	195776	19710	569945	419980
424065	905364	31370	974976	378914
594947	987334	268771	936068	151668
518521	179024	32377	541393	93550
131488	839587	419155	353148	99986
224068	253150	569274	344946	816721
896012	778179	912009	269749	261504
71501	339613	419827	694486	695278
58319	693990	81607	980696	275684
294215	822654	658926	305854	579768
795900	994460	243822	506461	910156
183932	222235	880421	753094	594821
457170	843603	402641	631430	693873
529058	622870	502920	798482	646557
208691	711835	204083	439413	626116
656430	162955	208921	933955	599402
716388	140089	219211	559228	161817
353563	114502	703075	904183	968765
782423	34076	760960	824826	798234
427154	8158	992758	268148	56376
920050	6547	812989	368363	15103
225876	647551	484955	868966	544974
925403	519164	125611	898589	733251
599790	873177	854598	393423	771947
281661	385525	764567	261498	219671
304471	846240	307530	897284	374462
775041	792090	259778	91793	880361
784128	565761	562469	74423	321426
823048	757861	54528	44559	361674
254595	267209	19604	498228	115164
583894	49847	482811	24353	272851
476762	135335	661106	441713	485927
933602	907343	294616	287368	162541
459273	507430	69349	748798	550953
21080	572622	304677	770009	61803
253947	368032	704303	943985	791756
956199	739282	694036	148840	431104
507175	160819	567572	508540	440194
695941	50594	491784	605449	804119
713163	3143	213365	721700	568135
460592	548837	345826	144129	616595
995983	77876	684207	788473	886216
443341	168923	694290	179232	877003
746471	963926	962834	164473	367978
199540	510437	132203	860325	275182
804570	412011	537679	243332	315523
754403	652645	33606	585808	164532
42501	251929	639361	192685	933045
528166	523643	467300	356841	270761
750425	740253	250113	208861	628665
729479	204557	858898	256760	738493
801484	50326	704278	960855	942118
306472	988578	679977	331031	997040
33820	863466	757898	809586	340693
274924	460710	91749	986310	931699
363095	860642	802412	601867	717821
866696	607075	662890	53018	745830
29506	631058	674385	59319	350646
340419	906844	486813	704027	483559
15594	352411	430782	87961	128512
828191	118839	583366	487377	748010
170769	675448	783774	750435	511458
997209	435708	385195	925138	52485
867169	217093	240932	117475	16526
352026	919849	418480	217785	676461
846635	178796	500360	116257	904682
612893	72624	437296	706085	971081
469372	597421	530806	157272	755748
336196	981086	139344	752814	971387
511389	474995	22405	438441	709678
54977	874859	23090	504179	444119
476409	841532	235490	957170	587837
497577	608734	491285	539274	839260
631009	987765	957237	189864	621594
40225	198639	602598	915243	587770
124184	269134	284441	507322	677069
245322	665358	346158	776101	191499
429790	463932	43675	678041	633964
338277	836197	587767	794636	835097
495311	546890	374818	134808	801463
134350	301456	508882	133028	146363
191798	377632	350143	186273	962121
303113	329616	75026	733684	635374
967691	240882	152518	861281	852206
240817	971648	577497	914121	775939
347740	762531	871417	485177	723467
635219	686228	412312	560588	372686
778759	241569	168023	475348	933515
798632	267786	315207	894107	808801
858065	669956	881744	839957	161221
525481	479219	96256	246993	490191
415510	186935	480344	253095	808177
854404	700342	328456	838247	269774
785362	555654	433579	234299	250062
427289	868801	108678	895815	440464
559233	156942	279570	912082	638873
666897	217662	802138	886192	949374
62522	429320	854569	518872	75326
979137	523128	808476	102958	99523
77745	225285	871663	746101	170338
172085	294647	496863	423532	268018
478337	861472	701502	982203	239148
717766	658626	642837	194135	28110
237662	128415	638884	434134	860947
783758	484035	852803	24491	306681
684287	326407	389120	739988	492540
696071	900888	748621	526503	635253
648677	476989	88615	922828	339346
513648	647273	973035	769474	124011
921331	868092	23205	58057	63887
138754	790840	318177	923646	885542
507772	583574	702026	777209	777770
370333	459799	440707	575321	324996
266068	688739	654619	977177	992767
379527	667109	575597	785478	792363
948801	807821	34054	868062	631235
326757	44328	351655	420272	134084
161127	453708	986801	513291	986981
953750	560157	168580	285521	938355
528815	387635	357740	914028	726046
663548	843909	809249	631370	353424
766153	975011	344584	246731	866013
528914	281355	11387	792248	811055
602903	64984	23959	155600	330757
996228	852233	55755	4120	671595
430547	472662	548650	526517	87072
781008	910088	635947	599900	84025
839416	166143	653130	122093	348367
717747	165369	374494	541053	274396
333239	975562	90556	373612	224325
713144	396685	945917	352497	55057
305141	449855	262240	48153	162855
696360	54226	230540	854987	961375
749317	348088	279737	356577	188295
822000	416624	633051	641931	543075
996147	11203	625123	124181	986348
635376	208900	485463	460522	13275
560362	345448	324133	469421	839990
869541	458429	193246	824121	271669
370570	411665	874315	78543	990728
68748	454296	808485	653274	622166
12653	103637	284395	866446	993725
838237	819995	467674	944329	792048
851559	546556	547953	541683	261485
491506	186931	536709	167107	812714
817977	415780	655517	701904	663114
519510	455704	207987	753239	68072
23993	729656	866687	55085	441341
617346	957956	824384	150765	295644
742120	866889	703499	670030	994581
397210	246256	503281	22585	745273
249469	596790	465958	607586	815612
958290	972976	161533	729656	97405
739274	597058	610941	268801	7517
467909	159138	28358	859946	341198
603661	753937	312203	283021	210307
412938	207465	983486	137397	337227
173443	518477	927611	480011	47149
302321	564268	452242	558666	193744
710964	596858	365790	886894	898737
525044	87696	227320	259944	562418
129035	841099	120340	352849	360294
884538	867125	324980	960382	495115
699975	210425	57643	713159	374922
520050	726177	820758	753096	441262
663548	684505	946023	903105	340256
445866	311624	587607	564572	203789
738663	154280	561171	50674	381743
867032	944938	216488	248848	28990
971738	102546	389052	514556	8074
47162	726711	853661	985351	373225
473355	84928	828764	730810	654369
168239	357257	168065	245149	456292
822950	956240	616977	793378	186145
805699	84677	501387	64379	184094
378775	119899	422215	981573	82424
345444	179242	146532	290608	27757
979511	285828	824597	264904	221027
517984	425658	73056	668134	238661
963993	210767	99874	71130	785445
623926	27140	715921	964545	770226
202756	711575	701282	656398	474138
803121	337135	231248	871217	481730
174051	897978	618742	64027	651382
785149	266481	845741	173852	932001
421300	598835	324298	133743	161159
834554	354713	514966	660797	921040
928885	523137	213725	175150	968908
610569	438594	25155	745034	943299
759573	650058	660957	885404	200900
938909	563466	228165	803238	276574
179332	302232	219150	354226	841615
384964	472900	705147	584181	36449
61430	797978	899657	795976	371420
761446	266430	380031	343829	856893
445052	985652	456893	23708	473420
382502	561602	752095	717298	861795
517742	443832	907186	688242	372863
330879	216663	464701	752663	583671
618972	74372	235223	141058	158803
3560	323273	941906	645602	449402
578984	37821	803874	172078	225072
407499	371664	341746	96492	403099
481881	470441	394188	493376	695585
378620	970406	381735	333277	555119
512482	611846	996171	903300	397584
154393	919390	51898	371340	473990
784464	647547	134854	376548	89770
490825	46474	32902	473796	514313
300909	959011	651791	186352	532925
82640	591370	769926	855807	42090
259611	52411	557513	336785	996770
509097	944177	483161	827483	145676
473139	939852	738178	588718	595116
982496	25958	17033	369100	678009
727703	804293	711590	784369	860193
322930	314211	22446	213108	364553
213440	649085	399305	692232	704648
403637	113148	654628	755307	323132
111497	955525	495383	123472	790890
994607	248342	1069	215387	427815
847909	946372	717501	310423	844650
956625	779524	900692	519800	500751
383026	56329	713222	134842	708280
796322	538275	619438	262433	52215
617671	497581	574645	750815	708759
276101	114931	642087	190006	665560
51356	46076	520291	164650	44798
372401	678970	857113	728317	526307
152434	893963	324861	560253	870449
416407	678049	325172	902590	617993
754753	92745	766463	667237	862490
826237	502632	63999	912871	738305
880812	15445	248904	27470	520304
638816	916845	174189	507719	85387
475644	194426	856429	737678	84918
767617	858920	214224	702812	246319
377675	402311	565670	96921	882926
105002	456145	726032	141412	404336
939070	638284	190578	517003	35664
615301	864547	18474	420637	139296
212075	611413	615514	520773	74300
564679	60896	686330	9179	795918
173646	352482	979721	282315	169475
60761	814628	341797	613930	972812
617735	344888	18481	48631	408659
320843	814186	975157	914007	317746
739714	544637	459659	418083	983164
944228	63951	150764	549726	999839
737043	510847	611127	729128	920827
585682	247566	88489	97912	275415
7736	71663	245737	234275	312342
538810	70646	20519	611270	952444
437805	106895	54326	649342	214459
614941	594061	578643	495885	926764
353541	235856	356012	395352	518758
246197	421428	255515	172472	641509
1356	664171	532314	339745	514348
728504	625710	38007	40192	997903
494950	929174	692022	48254	585422
836455	233936	471586	794478	613501
165154	267200	968863	352974	1207
159608	425451	472231	831247	878563
62204	708470	843904	860448	573675
902548	57289	631318	933417	527966
393365	840781	646812	420827	769826
447727	423293	185980	600008	300785
237440	751986	102096	385439	577181
709820	172551	551148	744424	489034
299729	32578	135746	892511	254856
235190	340592	570601	882337	526851
11907	218840	531685	57124	110335
314733	910380	190392	551255	569849
214762	676166	40169	878738	321164
844632	614358	283338	964257	682112
676203	371977	373860	277354	676625
209915	968204	952412	925182	34568
579417	139748	375161	590340	280743
579457	928228	945901	233083	400750
673780	602544	461205	858611	652073
565672	332671	605297	679763	72040
632747	859451	481531	380188	450806
454939	3771	295404	140334	903805
459781	291014	65737	589511	402585
418326	541311	61091	776611	816368
824468	696297	874806	568967	610156
738771	835645	577621	592894	266784
909627	935121	42329	892024	29469
139199	362162	289737	502406	897365
595348	714317	153154	22910	462126
501394	351851	281649	796650	996449
419689	429964	217855	356531	743680
26258	182686	58912	100022	414744
856446	156174	746007	190446	464560
958135	561674	374640	296929	925990
303535	491449	236191	94116	985397
579747	203166	280735	708803	941966
797318	768151	502078	687522	487532
23841	194822	520381	586680	570930
910291	829474	989496	538720	770771
685697	743153	28943	610292	932203
649942	414915	247199	848438	974175
526649	693780	987339	991148	203060
88521	701989	20860	878031	687338
822256	227453	279791	707888	964231
863439	344663	247742	647410	129040
104877	674742	404998	858152	242418
333564	760361	961674	592550	419442
432365	175358	24464	363669	105535
770345	897335	203513	837337	829415
608793	664872	364429	544592	361270
941702	192235	142485	708550	465897
921277	932184	71431	291792	651137
631673	858304	378887	598439	658148
17264	741894	363983	338995	436001
923100	324860	841803	93741	259785
401398	846763	998883	346321	369707
125658	408298	932377	799871	736163
694923	988269	759801	711	77844
721418	709379	357175	281679	627949
398913	310937	238324	134863	60871
289570	371957	999837	757945	192192
741213	934252	917245	466094	276953
778530	789970	539774	45027	342215
862481	492130	1019	741573	781948
952551	7354	347889	824765	232642
483068	333001	455602	860658	118199
289150	994470	29657	359889	789632
882807	186948	313601	9147	83785
357459	502896	752998	475595	377482
139568	122853	736165	764287	847261
903250	753583	279141	469254	44777
587573	750584	204426	334102	1920
252167	30374	864073	243787	684099
105642	843904	420816	71174	115624
229740	494927	422717	935610	834193
145050	974511	841590	125967	189626
874197	137056	224789	116076	851068
699266	147177	487110	244003	527455
710070	218461	351237	335365	882240
654116	116023	131612	866569	954344
282122	722995	62871	44204	625605
428074	438655	636316	978147	210839
417265	810312	24763	245356	859772
87920	545265	811362	560235	177131
78017	145353	637294	108566	926814
15689	817850	950355	637822	563391
834315	939996	481692	169667	847114
50228	784501	363924	343115	433009
173243	793245	134180	382410	118719
518723	386211	233488	634893	870474
221007	360241	987084	850483	820686
396589	107000	142456	987444	876143
461452	938575	302982	965824	885490
538662	594548	136799	532185	503903
271795	753865	575112	812505	107334
978298	614122	362835	305139	660392
619516	872496	154137	520227	290579
385506	869743	410169	216335	2130
704793	495426	215667	219885	519716
887619	679621	636138	497211	145861
324397	970472	953594	169088	450810
818097	454276	656389	672702	976911
94632	446440	424787	57706	537791
350438	557771	511635	451471	802798
443111	405967	46113	530003	746549
875448	788397	256042	568562	247840
953218	145342	663545	906287	72318
831911	746754	8562	461046	134954
113396	955038	498505	670415	376214
77423	241868	403227	336107	191765
24431	33777	600812	532266	334987
29294	500409	3798	435594	380380
105760	808737	900896	250359	159833
647672	791329	87793	727645	911071
887336	501836	274881	248203	612963
618658	326497	399442	371997	369151
37724	141782	624095	830609	815050
76306	407420	482185	942771	973832
755823	667675	29945	430868	652064
209126	643396	592390	632979	607171
936318	910584	970492	84245	269181
199075	609190	957294	231906	257245
907896	113616	866582	810989	496709
181544	490260	211263	153945	446596
807379	415134	866578	794087	400742
459875	229077	901476	918130	746067
645463	964112	55109	863530	398696
259401	288639	168373	830012	695587
282968	534769	886681	482191	392509
152908	227803	899158	508768	556769
129853	584034	361018	864095	27080
458025	265957	225234	760222	452018
511050	645263	410119	727544	380855
264562	526667	383628	540786	390723
606404	412481	44372	481453	808671
709834	77841	64514	668001	689479
876708	962571	985896	247423	596171
319942	291177	404386	180589	652034
274399	640778	913361	96399	67414
224740	789651	411805	734130	722650
255108	94123	780637	574692	101562
7092	442363	918085	26956	756657
591492	44044	292608	361890	89958
820576	964427	514214	859322	529339
494881	976662	247098	740989	613595
650506	798256	716123	953847	537738
699967	789518	562189	810955	1197
532815	196570	124036	687104	699720
718696	909664	692222	850535	946279
983468	626007	234748	307941	933435
283746	161553	575152	91676	130826
607525	597874	617691	631402	134672
884340	681230	343039	3229	63464
529420	588854	836082	901177	766388
231886	711798	547475	652032	467970
237467	15294	529709	750695	530198
552416	472637	488821	200795	289533
573002	694811	236088	193868	712381
864809	117481	882108	999639	217867
781708	593080	937508	478179	5437
335652	213165	681036	780545	663242
165774	279988	955197	474570	207829
87901	969832	333939	401927	287291
979021	343560	613807	721759	455737
937295	671836	436369	117806	805552
682071	47485	230151	301204	201664
571163	556894	606522	543559	183506
549033	130549	613295	503767	7991
797066	992923	685078	851801	549428
725177	858433	966834	446607	787779
178173	116539	57695	335707	369180
423958	531132	248324	213610	815593
286432	887721	149158	63761	464782
380750	786881	297465	650006	139983
121967	137841	687142	359725	652985
760579	79119	717307	890709	819028
370706	895917	328685	795980	20148
997328	791984	757028	350571	243663
106546	550765	122613	619786	100185
719012	269665	995227	3123	725026
918264	585263	532818	659141	968828
718852	729381	827892	677549	568477
208774	782382	651592	204755	119020
678930	795690	159795	207535	614504
424275	566524	959471	339757	65359
396792	348547	334372	824812	392555
711692	479642	143716	561848	54035
879822	132945	728797	6813	842463
487166	706346	333885	819371	754521
894796	989578	341233	960723	719725
915885	91093	605253	32509	30881
534974	835123	833037	115847	829203
822678	845435	207129	705995	513274
4507	149694	691146	779116	300744
768192	160865	749502	417763	828715
874567	632801	650645	390069	363750
756535	645935	824127	469197	846712
827063	910055	529934	919267	331887
210291	51738	565618	327931	275353
511508	978034	476601	496027	220659
205178	955502	410451	377004	747951
617644	939042	791318	894074	343340
483836	824759	615976	545393	857321
391443	536368	924579	394046	803220
717189	771233	324012	392490	693909
770568	156997	913543	946693	98072
611749	167017	190605	388799	360906
276225	675968	549427	918725	540592
394879	715132	546278	311265	201626
427475	798596	824553	333771	509774
936008	296492	267304	684680	133655
1748	899172	120813	62913	239691
185837	619887	602089	475773	828095
168279	806529	927459	175866	394883
737095	627478	920855	526561	611433
585679	946944	476988	323317	275057
635902	922236	391464	409578	442726
570299	831595	625585	153397	467299
661013	347843	495012	791680	399680
49454	516612	52532	755729	8011
118021	915187	915588	726884	565867
581693	740090	687288	59241	421394
821792	114397	119692	829912	224107
23181	955785	305756	469312	89885
955253	731895	615570	922481	437130
877378	925020	548970	661160	394822
908268	100089	641082	159943	812313
291026	646923	283324	61527	376292
394863	92947	887931	194915	197958
181705	993213	816667	431694	659486
175386	26938	496788	352766	427962
699285	209372	732807	833904	157679
541447	87923	208935	647428	953237
458141	507353	402132	728936	953832
976125	478055	52783	134213	663152
172570	907138	13308	765413	612786
686970	16900	113123	891198	852725
310678	580309	38831	247949	723990
534866	503252	626909	13435	292805
511734	399315	386375	40363	700881
609277	211829	904002	503446	681462
645725	576116	697630	486091	672358
987703	863252	348304	837049	632467
621277	235293	338862	23204	63241
491124	228501	383815	448406	160875
25676	41713	516697	587571	782127
575613	531396	881502	423041	354096
571182	762640	960669	511127	308316
506081	425951	506485	213041	727251
667950	64870	712601	328288	370881
86305	709478	494075	772940	620335
506585	226554	432269	733742	37154
680078	163979	943893	47648	114184
263428	326173	333994	659456	299709
571164	634975	351705	958363	604395
818305	801684	761336	872521	114057
706183	490811	399681	582295	638748
58782	838274	259282	90820	840058
691607	473478	110676	933211	991933
717212	707709	759998	439834	534427
101184	961340	571689	839918	22179
229642	379673	687699	19440	754995
149336	6160	538471	519585	89550
111533	895284	633325	851982	215892
246021	401001	996927	238651	383456
290878	274880	1777	238794	734544
348566	227067	841518	306708	952181
379681	731080	712167	615261	884243
106644	904650	930045	276544	312764
487368	872249	945331	934432	862712
862846	637142	34491	691621	576117
839134	12378	245576	939991	725245
460761	606819	462355	73179	178750
487201	157998	240466	658210	795862
418464	682613	107217	242850	58257
74655	236147	993388	945621	729734
579828	330689	581390	957457	610140
201158	377776	455468	161603	42299
274826	40392	741185	889318	516802
760808	115885	941868	528453	423571
5103	510768	637580	113808	650805
773027	499126	181182	135760	95682
247553	238088	604290	284990	482017
487913	838682	484840	559753	655937
787692	426037	677858	516736	697740
990799	15618	912828	847451	838226
924300	858294	235057	658302	556419
182552	560265	147789	293765	605545
873818	957768	419538	253621	828886
687857	282741	166446	907857	504079
861494	737973	39491	230685	643827
389389	500668	82077	315936	766191
856124	64179	226420	691453	609500
237213	933114	531425	58694	849867
826222	460428	521873	410586	850484
301452	845348	2620	888621	749043
391026	169139	262370	272649	389418
46018	847953	478218	590178	450653
797392	477521	815540	301056	540768
875557	266358	810046	218266	395814
396651	474293	887906	461143	449865
251794	608648	202376	732281	674125
639792	917864	798718	153621	336730
775959	910469	131400	307747	881469
264332	267717	567800	223876	795473
553752	768491	711916	842396	611806
169224	189990	795010	113339	362185
463249	662133	657785	223640	198333
19200	742400	97747	931968	214604
381609	262198	169536	29301	476595
293219	946737	16192	715568	905818
251578	685626	47892	30183	112540
673985	148745	770619	561659	886287
776783	55805	309674	454362	604276
288561	96052	729935	967	931060
318548	354758	8243	134757	63605
560935	118742	671710	852184	680259
803227	485446	667824	861709	398103
254198	24891	620673	190166	706801
821499	659467	73485	642115	890399
675688	152867	905385	193526	368285
344285	176893	868542	138331	746090
925510	135183	498757	811887	546180
508620	717454	103631	69406	940180
823340	912466	516132	379364	857682
487707	126109	849939	974011	940666
536752	898267	730356	180612	776087
537729	467482	392750	430306	742701
493547	868823	878091	74638	70429
983087	490143	813347	562711	295604
845313	468043	953008	925708	907289
382217	265051	82710	632264	46252
681391	361342	222315	112381	218832
602683	779213	827521	490403	174829
801120	240254	572968	383658	666209
215606	681093	196533	378887	117454
8813	234315	140935	547826	812297
463560	212529	527659	871469	958340
83156	573210	579124	123942	159039
179640	307649	935893	624628	728433
738909	208968	726951	178149	202861
995723	42047	989635	87144	89045
744690	154016	31634	812846	703855
347195	547537	233551	921371	132317
822594	246737	803846	71157	316675
188844	387123	857639	10324	856428
928360	972237	514723	170153	32608
860577	206667	97758	584620	859731
218883	884888	12687	106513	588718
397129	728887	203918	377571	955069
865045	672230	335227	152247	659560
241005	600476	349824	893919	295841
747391	491995	35424	863991	719986
118834	10938	877720	598088	222511
743866	129293	294968	12328	448726
500466	126552	566022	505969	505491
15893	606450	633569	618586	919513
238476	351588	82371	845911	88823
27905	225515	526564	173051	839569
260734	151010	377701	600835	218245
850128	98142	705661	223551	932215
935132	875035	833783	458420	150850
31235	267649	967469	390471	64192
187605	658939	410987	1037	673752
413984	509151	784693	673350	189070
499757	494968	774663	373084	910070
870852	330287	277221	683109	644923
898864	394268	684330	62351	425368
221409	530115	65674	373448	227135
450479	564612	813600	3084	539972
260093	19608	356045	865316	800793
520099	307788	856947	442268	574153
157397	893593	192883	411287	547508
115643	41718	613722	376907	748952
98254	5661	192700	427922	300130
368608	620513	859827	164750	759689
522278	583727	140655	332531	845059
973276	824837	215412	396338	281523
519355	794481	730419	651380	280258
207047	277106	384673	237442	1258
832840	828811	264042	691141	460840
402216	665133	522945	638600	606686
798074	837297	229481	277025	632479
717450	136089	939537	22654	190908
306354	324097	616608	88817	527143
10500	47973	75613	325711	307834
982529	261098	87347	980452	221116
554513	202843	138714	210831	951229
776549	942329	556800	89684	649352
349105	580837	249380	325255	946378
44759	464049	925388	486163	767161
980600	759396	160313	6751	790228
385242	433453	356737	327626	366060
696875	695044	634374	614745	260541
862515	448937	6758	475539	438094
381286	981684	301505	867497	852035
151252	51036	366008	355118	537631
153746	973240	937533	457404	775267
326090	445482	557689	527376	394364
796379	535158	804036	661037	405976
731436	447559	716353	541624	135116
223039	175437	845564	697365	734564
451326	941356	286188	661783	591016
349327	449745	657008	144338	714393
779755	675453	806122	988145	61021
953264	184302	617591	388458	122281
114644	146613	888949	841564	34354
234713	174549	880305	620550	23807
435989	320575	299974	998161	701638
752157	494767	657825	171623	713256
648313	289651	924884	290237	64997
225377	925736	317017	103743	911543
752641	397833	163121	805930	310239
318867	442979	366524	489140	847249
472404	239385	622933	927233	680814
375394	184221	619495	939190	715517
743578	708875	660755	503061	966863
332668	946335	64209	323829	974603
465410	341014	900159	441961	937414
651053	230669	533246	646033	194445
584528	377818	627724	164092	547440
5633	377287	284158	266391	270933
280066	192961	613465	269945	637415
12554	713053	205289	693339	82937
594047	559705	998512	676964	359893
270798	960918	482707	521928	577146
426602	580625	857861	301394	400848
489288	705476	335638	866396	638270
441589	378984	208318	93557	429486
465927	337194	921246	872931	590911
187495	730166	192552	474924	694355
584510	104511	31795	534358	13409
702816	682412	282646	657410	222661
115644	478991	452273	117860	105496
917796	132807	649508	120305	699145
104905	345164	800132	533011	232470
516952	749679	423665	835064	643684
536139	466343	819849	669190	59792
185924	955312	254568	311781	260781
112412	802901	907883	928128	24818
929677	2511	447197	508817	841078
760946	53957	509517	266493	32753
193714	816116	959719	581275	536554
723672	899365	833579	106095	468359
971848	684148	386974	592618	266013
298398	484860	170688	608419	880901
387683	80883	773905	135511	670848
824160	950443	147330	355692	552728
335433	153745	402106	932219	963289
162831	663239	232781	163769	867344
258767	912034	489724	728317	652539
432458	167545	606429	148769	949786
795655	502128	693549	173181	646888
579700	308533	956937	209530	27084
348095	441564	146634	258456	307272
38303	625200	821558	30810	42407
892080	409515	835091	370190	622208
633861	981316	934735	515050	745246
22819	259707	127466	92935	578213
217251	51138	943997	189212	296470
283036	925042	847221	334902	667671
726808	975133	426861	407530	878309
601452	814181	30534	418219	813072
19974	757481	149305	738764	963106
710233	894763	933111	79238	974915
85956	152730	592197	10785	730777
45565	824195	774311	135593	201397
673431	427898	833830	576427	47788
220546	921160	342675	251391	537498
312764	835378	377580	847738	673012
813405	775178	303620	347741	865975
51649	943381	689244	620642	601305
8013	84608	454519	687632	404307
615697	19080	127620	968169	811156
177099	175291	42928	508163	577904
800504	720828	730943	739761	781464
873441	897164	171808	441623	741223
833267	165527	887147	302951	320584
206422	190927	883219	935165	302962
136715	192789	490278	10772	3605
375971	665262	102077	4648	734366
970774	611073	739760	385492	314225
583813	241872	547390	464195	321045
830009	139296	758786	489564	470259
425897	896688	301069	854999	595887
935023	842229	829122	583652	349960
361283	299083	509896	821892	216878
984598	183969	375730	860078	984175
320453	822010	880255	494275	173586
167956	527441	432138	399175	862683
265129	196030	529278	179830	295325
169490	826582	775747	663883	120805
927792	488313	135596	807407	215303
182724	811699	682293	516976	624197
534660	575491	472005	171283	30326
842756	537049	460900	589967	26982
746692	733926	967959	15251	811656
851174	154065	914483	850358	780016
858338	6717	329915	54125	615743
