930635	734377
698588	672923
260234	264637
146987	816840
704272	881090
324425	458157
92405	803730
923999	118836
734757	493588
662007	706764
655811	821085
609768	623604
502489	451066
632232	514345
733462	449799
711765	38014
973492	335971
19481	275041
624922	401626
305668	722862
844235	388179
494203	427882
160657	702069
641078	897808
177888	264137
266690	515936
451331	491110
934938	9071
602433	490286
64494	651237
232947	439710
414696	785056
894120	225077
407540	538187
335548	233711
281446	307757
357298	869235
228373	51752
384351	446623
581825	656392
242466	320844
43107	374121
761458	866705
299836	684479
488636	920501
30910	782485
893136	156214
501349	671530
267304	435899
769811	396615
677290	803166
119431	856400
17512	361947
170130	620218
460640	474142
969680	319229
479107	442750
662770	807339
13033	63601
551803	361250
179646	652661
679123	917469
742861	587817
851257	326932
490442	492423
53665	428947
646551	283287
596873	677370
658064	408623
492095	574235
317992	602983
246064	188712
261534	553197
747972	746966
453490	711976
46617	211556
926247	589605
766400	118087
76944	304499
30646	708100
329036	536526
130155	156143
368771	39208
940047	360152
209241	36802
476972	721940
154554	91757
361256	910198
85280	460375
81320	778779
938727	2681
505187	704866
114651	847829
999400	867967
827084	52205
740319	393734
555554	740676
662790	561174
484057	82122
146014	438801
935533	542169
671631	79634
457781	520453
135881	321500
589739	282269
443539	454814
426268	830603
821620	573060
51645	70369
930184	174045
881411	27890
678328	372411
750399	586855
154914	218285
337093	879128
749801	538097
648748	873322
332403	433206
602847	804893
330985	41196
609035	385570
45247	163743
51675	965861
792831	17082
563823	127052
686955	475608
975662	961824
491008	430491
448150	506785
644398	758012
288346	444164
496833	828138
5592	196300
235343	129513
191951	400955
516928	650466
41516	327767
259460	401931
316538	951841
740075	277984
261435	578900
318472	270014
323288	477014
831869	495482
780694	516818
497829	883701
344801	645953
778774	268622
339709	824697
658670	172452
457693	693302
250816	727266
241487	197391
57349	219978
663631	570987
95412	988141
140143	153862
336592	706743
572693	356575
834992	253103
857968	556654
951848	954019
860312	833422
128092	355860
858889	510676
964654	840402
317468	878860
321883	35797
824141	174557
731891	530602
225999	211178
258724	180802
848113	683105
78375	891851
980075	5670
467035	696173
102718	111119
834853	104020
994738	449886
472262	768046
634715	997142
594979	93857
988686	798091
595060	338576
767384	955988
359136	983390
754002	784247
76163	703708
542994	370094
463016	94621
896863	572119
338136	203022
736213	451445
886331	94788
887065	557305
534343	220853
500205	120362
302441	210954
168315	533121
955518	612881
3986	580820
862287	11620
748721	940596
210653	934186
78739	836782
859820	350160
410516	745274
804418	709149
609047	953080
446593	982579
930162	714345
260576	307042
137742	599027
859498	717465
319731	738313
790516	400591
709113	536062
334368	757181
769572	515292
455513	785270
480395	820189
35684	167339
38557	673520
589561	80345
976246	61027
510525	245708
585736	858549
467150	437507
327784	95508
274014	366285
850096	799987
790355	657391
603294	44367
88577	579359
790406	263487
612223	797293
22217	866382
357459	623154
392283	702234
896169	653396
623396	39056
631922	517524
319855	288408
760252	604154
94494	254971
82623	791495
188324	203592
458375	381945
437044	279272
820196	8472
402763	130552
96115	706804
225661	222104
882779	362371
872952	826707
614796	356990
731089	105843
531904	482846
450203	741800
879344	422963
566828	696492
533000	63288
746491	802803
971918	395877
219086	174940
241033	685132
233969	951957
787566	140013
888674	148285
40789	858889
898153	411044
206892	965368
522519	149642
218474	611760
186227	261553
340661	822652
160710	246384
74063	650129
431822	646833
835263	454993
422604	707010
799014	544876
99641	606851
216976	727364
855818	530064
299332	618652
433045	215299
575014	569991
968621	919896
162091	64323
919839	115820
966394	800681
333866	691645
895495	118267
993836	833755
524958	257722
975108	156795
900661	430170
867085	365139
993907	904122
581574	551799
19159	47342
76866	780008
91954	767225
946032	982361
226699	879742
3734	161541
784243	114645
258673	337309
364334	481552
513585	67506
771516	422968
383213	512903
470664	937118
434120	480489
235012	278482
652185	874467
259928	942381
419762	43801
56113	812948
348634	64404
511706	64159
189497	763208
862189	851502
186589	226872
122607	995083
519541	737396
583930	617948
585142	279379
21972	803751
166423	309603
378848	20408
685028	802705
583164	876324
868586	213515
254301	541658
20729	802780
180420	382217
135935	378698
747116	676000
853406	917253
337344	818325
76266	341349
810189	189993
67466	421481
187737	704152
102389	199056
293204	708616
177816	309275
119056	472087
145453	130341
54066	942006
762922	773785
218344	5297
745815	346502
959098	503295
53750	740064
135029	473108
516973	632910
889121	310058
884488	459826
198498	64214
950027	738982
308184	104288
949391	257613
446299	829683
248138	532135
160361	910321
449532	542485
181959	575928
791416	636843
378206	457430
424508	121010
406470	942462
344315	980476
477235	673852
630602	607500
588571	659183
243693	497541
954673	784896
69503	639387
548176	579852
722	786664
881186	148126
496489	184476
489448	824238
67268	136792
510837	550069
659898	625998
32096	908008
297936	770405
131728	872556
331249	119589
181799	356696
255984	249668
414180	450279
451350	365483
880753	277775
891556	639820
280303	696317
134907	310401
372850	339931
243717	780253
390100	509057
505230	847726
193895	5656
199940	427599
386355	967014
594386	5421
928122	209001
853131	370674
210126	189689
254129	371004
145136	583809
849141	101851
906573	839600
56232	17760
384450	641459
85573	600722
822135	233123
683100	185548
245986	690808
251588	536063
870005	256134
331450	786854
511502	725106
615231	647531
153884	364510
40438	612075
68257	114997
246275	236264
162850	880876
195237	603354
65745	832745
715163	346526
849271	801593
819158	907419
785804	181095
820540	15236
176168	521147
819739	255729
727171	227867
809960	872333
622406	547909
280140	298064
642510	51459
830035	888585
333301	366193
223890	585951
515935	249033
694904	121355
532312	920878
746085	499036
482283	522770
746175	297664
441469	100277
722754	563583
946027	894879
592983	418760
344424	119609
712686	390629
327552	454167
702285	669033
838688	593170
363536	914943
642351	451364
492170	822885
299803	88553
72255	777053
52417	38930
111463	905264
937451	683705
520729	23649
458985	614022
417298	412383
658941	305555
851803	795675
555958	976614
941263	965165
299857	221715
18928	463318
2368	224026
487481	535452
314116	531876
355711	294603
434405	635308
719530	595922
302108	862158
936427	334526
77121	980625
281970	306830
791633	341669
59820	388055
417989	930638
916560	381821
14216	887805
456054	775543
612021	302298
398826	604634
319359	714432
203348	70691
274190	484968
986202	988085
157992	896158
84610	689516
885576	125265
826652	586305
68698	514011
948603	156893
698466	599710
81104	857465
75237	599062
609744	91013
484553	309312
230770	546687
207729	187635
477888	996297
249372	939484
208261	657079
710355	909999
354070	433115
785854	10707
898496	322840
914537	166302
441131	128299
864694	673999
268511	31006
35274	104211
97320	117771
193592	944335
621927	575861
503257	838275
921664	479548
77846	866212
681106	580841
720012	341329
295112	717486
737667	156837
15060	849350
770697	197585
354181	245698
700622	345032
496092	599653
414410	712145
551125	353751
113377	227448
198784	182943
687326	405463
738010	745856
705940	737266
147959	816064
145915	360265
822636	995199
960758	926277
539955	426284
504152	799832
595809	504201
946256	72572
448130	214952
658497	970621
485493	800516
82722	263609
397141	447439
827812	732685
489233	833235
426850	551583
490495	610342
420599	597610
803145	362214
390096	368520
175378	263637
186787	479498
246495	509396
120060	65034
400939	40970
898832	803210
263814	982538
118144	453361
404277	252759
736375	637807
573204	151126
616806	853965
951017	482081
1170	510967
586131	6949
729982	368023
277501	443209
169690	413462
503015	837302
214316	896539
810590	89593
726645	815624
248744	766159
581011	71748
113272	625955
553533	93898
977405	940146
957372	533059
226364	754813
941424	793633
555605	721196
735641	723738
207202	838248
243025	162655
584885	632071
475822	461526
414807	939974
16048	74466
816785	894202
529737	98033
916136	291903
718421	443631
584136	497239
652503	970758
678412	320532
21365	956988
622105	683378
584426	598466
194711	673284
351129	172385
989634	481640
307998	760907
320683	701244
383952	274924
292507	319434
223361	749372
570294	266713
313371	618379
652010	803544
24707	689388
912538	874165
568975	925314
706530	684831
878360	959099
1934	936321
1562	684987
33100	667850
829153	283079
293307	553326
717664	222901
441709	879442
844433	646221
860971	232068
304639	540703
757638	230673
376605	232468
60401	139065
569750	683397
537083	435875
291554	283970
306549	84716
585625	854088
235660	154522
103379	764433
667870	899556
380347	172141
941329	378744
609021	732170
336897	707167
122907	114300
336088	953243
893908	858850
819907	482530
241557	31746
816204	669372
462769	92817
839061	15187
459354	883540
558888	94285
905485	96259
49603	856344
959655	246062
422751	135698
345546	905707
288657	940719
869273	959988
423807	304604
687622	58876
78208	167586
69127	798953
456851	414232
606716	133007
772255	98496
61403	351534
241020	337917
934502	137241
973298	576158
594206	495966
977028	349021
413075	147970
329103	902173
438207	731745
341406	163371
782008	728784
493806	886825
154636	907559
995758	437066
152064	904907
125678	556184
389715	464196
507804	76778
237438	526094
352038	296667
472143	598583
349151	401224
872699	661925
567266	499841
603130	782115
704656	398059
925957	841792
658477	896491
399411	926874
