992119	447048	802492	5449	198459	70737	765196	780663	343534	633385
65235	960642	900520	564872	159898	289883	222319	574868	960164	529792
574083	221517	919951	251669	776250	847888	37187	255738	576389	650438
36530	431379	342777	146971	644862	265090	295116	75091	66925	407539
261841	717157	183835	570969	838479	584004	475123	311659	761552	413120
202869	47064	281672	139350	453198	642526	371721	28588	506781	139596
90322	486559	38387	76414	389979	636590	18670	401258	294053	709083
508396	415833	252475	843247	110443	676970	936849	632542	310104	936192
754765	579437	665334	761825	94251	138980	22517	4858	160796	922866
19628	652937	605418	459275	470910	387377	756136	732505	521322	952057
92391	803328	191342	67999	110458	797218	851004	900148	34783	646996
964750	162620	391942	921795	421636	218014	109186	159434	133130	970477
530237	531991	887792	507064	790010	352751	682028	403009	380733	317552
451733	643969	354280	601574	729992	374197	78445	973542	235422	817407
564936	463744	27499	67124	562543	877263	200864	231159	653455	196585
160281	697173	979994	13267	292032	253099	518008	849987	344269	219256
664366	59556	919462	594598	131682	761156	806243	737081	156360	81731
344262	405249	927291	656467	226088	266366	774110	159315	571767	630825
484818	254516	508995	254571	73873	329648	514121	810215	360889	147854
142189	442362	840010	683836	405610	612695	353572	638131	959936	780709
651914	574323	549116	436572	669923	122548	358806	124249	339277	950605
568741	796278	536579	89309	126981	978381	677818	326430	906000	741019
244847	484465	962771	70598	350926	178337	777984	206907	504365	446412
722842	143332	766550	622429	204185	931260	719829	55796	595899	826498
221372	677512	669077	21400	489872	79459	256879	301258	868415	731631
284712	78793	192217	531455	168305	183551	301858	409734	455792	557559
55967	669716	653776	532100	984281	887963	538500	715347	376388	429654
574066	738650	414997	144187	437458	534816	119212	7585	466236	551425
641600	438592	942352	707088	332549	335253	726699	396523	245420	196808
168006	202094	452401	348335	796185	906935	714406	226802	463093	340057
198964	957932	498532	769161	382248	173804	580194	128430	754636	38234
865152	95001	951544	905338	506926	379650	765653	333746	541426	91659
525858	523535	78486	535483	386647	852775	678238	962003	902765	97030
551313	110870	815410	485885	39838	562712	353463	397864	400457	333960
222228	412452	684448	429313	597797	995177	238919	873149	647813	309840
434963	650214	123722	424284	29973	276636	546352	26363	840584	895996
921894	476829	612303	759984	507458	155873	737289	995447	704069	126840
876001	708282	941861	137072	131737	677172	336523	323790	729905	19954
142720	620301	331356	159200	111711	41599	928551	839300	657678	740596
537434	630087	622190	914542	873833	804013	16959	727685	728504	943922
169367	565614	492546	138005	857810	329829	506174	742938	889315	114870
164722	535650	821988	575878	727251	116026	556333	307413	711876	336816
837753	178669	175510	93065	226150	828722	636449	873338	182243	515280
246717	496871	331268	218471	601047	765803	307715	648959	125693	316713
181256	778397	390969	698229	895449	453889	396442	577674	660358	925307
269251	22347	321623	872928	817667	232689	374279	449095	959137	547431
199172	549208	366203	649545	943004	79268	723878	204230	472970	725123
986983	385024	730031	425644	554344	961322	976673	204553	807812	379721
957125	947976	872273	522416	991841	823061	12917	332819	948934	118149
633389	852418	135156	210563	913919	891254	950433	191662	62677	159985
513074	943592	287704	817208	520340	255721	97461	258388	636907	327096
532322	590043	312311	653938	69745	478005	930142	736661	26342	215182
785208	793590	144516	203463	239166	761234	970546	284893	278715	643600
142168	932404	975855	799219	530830	572190	13730	419694	254683	948321
554307	762987	335898	99614	856133	808519	984667	218396	284853	820317
655448	497241	107492	905938	177367	972734	628368	308218	589432	772444
158018	628267	394112	642871	29340	468818	487380	968895	695034	587622
48850	235987	278267	184154	717600	595725	155946	575512	371479	462018
40285	875120	38295	515623	878825	646255	384672	355724	651810	278010
605857	185341	901708	56033	71451	729784	949735	909659	109725	107772
819122	774210	762654	883574	443971	823469	971852	12953	235702	696875
764532	375903	585874	80685	864124	206781	848007	167856	301076	719148
834355	2368	38177	259611	864705	381320	938644	461329	155977	7437
752560	469055	229455	364944	654837	475432	717558	487644	106001	167857
512053	375372	886823	670295	504325	958427	463875	535253	361268	516568
377671	11424	712822	666742	31802	322012	23865	76423	565498	584662
128893	331846	103249	507196	559781	226533	31947	259340	188371	795407
309647	60838	626556	793657	195567	393947	463090	139201	590313	14922
534023	847846	5590	633533	553355	417332	810844	57471	546906	850955
219847	116754	777657	516835	791623	719997	345801	105279	368032	961667
289404	349463	803371	655115	464580	442794	785612	313525	375055	26200
868597	748324	472374	501156	296547	487254	191046	898413	307805	560862
634481	741487	526121	997380	42256	576845	985777	576707	822938	35284
104367	689234	374820	970026	261677	844724	737051	269811	381818	78796
148860	940985	16032	191279	864577	790019	603958	408776	997757	665532
834931	263322	878042	52959	654429	96218	865724	159339	128390	539355
535629	924702	805348	990462	757774	120247	636291	589038	48707	913048
427964	947647	363074	803460	565861	65686	204467	87037	99376	354611
978751	223701	246880	8111	267787	611099	590024	426422	393143	880657
232269	400780	595130	174631	603330	317544	448268	949232	807595	725740
494613	984001	416695	733229	701012	97209	171264	155974	717296	792755
313263	856631	349179	827272	180924	934368	504301	22796	892044	23190
375596	826144	47471	476596	889440	53268	999276	604602	128843	117556
550889	507939	185499	823074	794813	924150	271095	5164	768579	535070
876077	462159	73496	737941	574254	442292	464348	64806	829797	484752
995676	897374	707041	761930	633443	874023	65425	658643	303138	955742
288264	884626	229441	171877	96302	87131	991921	51052	313720	993634
848861	920360	185882	253141	583972	505529	918187	24458	172939	957730
934308	413458	966280	885548	338121	818427	738907	78454	814585	505164
605891	228103	220809	151569	384025	82879	569285	909579	88724	950870
309075	465920	79850	849834	393356	495104	334013	374177	502872	368591
544744	346954	474498	478981	210385	613308	782242	622894	80181	24053
209650	844934	126515	434165	829970	168335	187334	571460	569513	33031
414253	542814	193709	205870	178583	814399	592356	881134	908104	709776
814090	164079	344661	30053	714374	351552	347363	300411	389493	465691
674525	980847	23754	920538	250550	586863	407701	927299	630146	822962
36585	974386	311239	113974	869412	490778	822031	546897	28051	166278
529801	939735	913903	82433	743103	583629	530337	773578	486476	908331
930657	282210	324401	286452	888190	626225	567850	88525	407398	10788
659747	973697	777385	872880	21160	655233	471413	344480	585324	473962
157956	720321	243441	484822	470982	189384	192307	569038	579704	63549
893359	372238	392716	197795	907046	624127	327276	803078	780622	949368
726586	806177	779313	980042	544390	170941	459411	132181	982219	296720
850971	157818	467661	864525	659053	373688	634655	358352	940024	161934
455338	985542	626442	686829	139124	780891	971670	429341	269223	368535
421632	560722	946518	18230	260101	943693	878289	764255	460878	492470
627215	235177	314270	556447	862877	162088	330713	42441	818881	928733
989100	494248	712461	691558	332385	387509	418096	230523	118589	876851
752024	144398	238466	50042	51016	322608	232778	610728	57770	998527
213324	535543	336504	310203	17435	852953	982131	813645	954377	503134
151733	723995	425494	551139	474685	968149	109412	343474	612084	356160
645656	676308	756367	142245	167895	617242	433799	759625	462342	189725
766664	434204	456621	246057	794900	564448	297217	426787	645789	604842
185374	24810	97611	938005	249023	891731	485993	565084	324873	188576
243955	727666	192669	620082	20873	721289	813766	159362	508389	255659
550622	397177	60266	643584	640132	473821	125553	245975	631199	28119
475427	826586	670363	575830	719222	391175	394748	283366	735360	709043
32256	1859	264119	714218	505580	507379	617558	586963	224825	536060
836584	658008	343920	681343	507874	368209	133386	469524	581936	967988
936936	22541	925214	142660	564239	516387	452334	334491	520966	677875
288400	457396	173604	310780	769662	786861	517665	137482	293470	468939
291236	24596	516511	636858	333971	554863	657932	636227	620246	539434
501064	766009	17952	771614	601961	408349	439299	322672	306961	901398
705000	360587	5750	513212	95008	975957	826610	867971	259468	721990
757133	685698	849271	920094	38959	785737	790544	328256	800984	890203
705174	791265	324110	558810	630535	248810	322347	38371	927733	335836
968880	339486	80622	637607	320396	925681	69632	398335	661622	899534
461806	773447	965483	832607	583961	526882	192933	261221	836720	679791
773153	947394	692948	366254	795854	998966	86345	242195	419927	653061
880344	371022	494456	365799	653202	76069	781692	643918	211838	604708
704854	785150	268549	955802	379846	635871	663198	786886	19053	748898
581342	128031	259670	833865	389616	745021	833803	150373	984201	982643
656313	805918	278147	710483	191183	595270	66679	92771	958202	710441
234854	807441	820727	289700	487419	861970	592822	55736	90211	872717
807627	285108	439365	270646	343893	944570	759830	657285	426309	269345
734582	109048	974281	310592	256711	625909	24124	280568	34629	44939
111092	840067	984505	821427	351374	715624	725384	995875	329984	283195
892922	933121	335525	872037	818981	429051	132669	998048	917096	629552
890515	775378	429389	129034	279638	718664	207456	708511	124999	119506
569100	822942	817841	983010	453955	217832	61511	413492	339796	788193
817126	101379	772138	320320	956114	178180	226527	396713	65463	543385
90743	180435	520920	818980	906943	832988	234092	934917	778738	412985
140450	724815	820665	697586	562643	709053	969890	833676	622131	350120
569590	554624	241646	378156	787619	761531	376906	778814	115506	655592
240003	34418	69006	541622	744503	760283	431349	993578	427345	275826
553317	949941	281108	905429	311877	457777	482302	200843	209831	7322
356170	590762	127907	954418	872245	536438	365552	259498	655004	676543
285830	139363	646283	766362	626262	49739	340990	732775	807593	693759
903029	545268	947734	744502	841533	671186	38684	34822	492870	375542
693291	586405	633651	51205	538493	22835	510022	563468	803342	292007
784317	181094	712203	799941	475518	936318	418288	432543	994153	303266
845698	142749	266022	698086	396323	393617	978160	548868	978858	177620
572280	361787	18588	390042	714729	899250	779065	681362	18830	311304
41393	858821	867673	821077	715843	845721	462875	758005	212306	157149
744405	137039	911563	409700	349726	601317	831092	431853	422718	535649
385756	86114	820490	89489	299088	471266	947256	704575	935432	472316
999919	20971	243642	212218	863187	301196	685519	921111	523780	281633
536994	667954	757834	737455	203582	479614	645813	233779	584609	540563
741100	578670	120321	137729	342135	345654	255743	931409	630714	100311
898421	991603	398436	878787	598092	657644	264988	413668	10971	896597
354614	956896	905821	923777	426142	385225	930595	420162	863613	627818
572606	995781	282998	826303	994812	288216	945874	22765	51001	484448
424013	618088	163366	937870	265432	850114	513528	533294	499354	66303
223516	450095	774202	915330	525572	665745	921565	614525	617429	278953
191060	253572	373470	220223	69864	767905	318494	626588	141720	419571
101231	254632	974244	427926	829913	229039	266700	401235	4637	15194
495689	1795	641673	463019	372855	131510	663778	599707	324235	597480
759172	309093	487070	86123	539880	189473	425483	599545	429493	104545
576521	431887	666616	102985	235362	651648	173672	188633	968225	886931
164631	627957	556103	851740	704600	828987	438880	465930	831881	109703
635489	300966	777362	489162	315993	241971	585268	660894	655099	681714
629024	257832	173657	736601	663427	742085	356457	18785	359592	307571
51381	566306	808820	322539	464905	668806	41940	673420	384568	765565
217749	823040	808598	214559	655319	45321	193289	51160	951785	505446
365180	59910	47449	561594	622288	65276	904997	148180	62831	164613
307997	48832	216258	533425	818208	78669	749602	880090	961437	478415
768959	964546	23146	602680	720372	239907	756385	75308	950682	190735
762568	769245	561156	912463	148885	206515	248695	270867	308858	654869
700268	356013	839782	265014	108134	892132	602251	778491	509420	703495
702391	191989	553740	358912	598254	292132	511070	901449	972443	230420
241911	966282	272635	433657	542246	151195	549452	650502	197395	418840
174945	156670	722737	549215	227093	451849	4383	241238	439737	368727
633066	382277	951549	654338	258413	4471	716382	991579	308978	302775
486224	650445	540564	97183	620579	264099	627654	10941	566349	60813
789295	839243	49396	862218	384921	732532	246073	465964	498729	224923
135830	337322	196593	993510	910782	245276	896255	902688	353751	764859
74492	107636	512245	253829	123774	307159	850430	51894	541360	594953
754688	452815	991503	106805	308369	698481	186968	562657	38668	884518
203675	223242	886566	920692	141335	153382	197750	843348	479455	866799
668628	256961	105735	849501	120675	443416	991264	843608	784143	258434
878788	545905	21796	632659	580743	935531	903078	293221	801967	57010
647604	606141	208001	75631	903859	469278	549330	767794	888947	107524
419985	13130	397707	146040	98819	682189	786104	276917	376659	108683
110765	231060	480115	638346	541700	165754	967550	379197	712139	837933
823851	545124	81153	688956	547762	905301	384375	335803	551461	113843
354397	194389	55429	46042	737993	367158	847483	454212	44327	426169
242159	614107	27190	66537	633673	648197	379555	774039	458602	725622
627086	751224	440799	860409	607395	527497	558011	249609	100287	38723
806058	813895	570316	574710	215664	144054	581114	180323	758853	823236
701353	513682	64124	77592	971758	840671	918766	905435	572396	676969
819811	853922	152915	789122	94623	983737	591056	109581	604227	359693
221738	269769	338691	631797	952351	778604	689730	263089	423068	495099
365858	212563	665146	63343	610840	728874	298366	674974	661365	902218
360797	709479	145967	152952	841167	458361	68010	783922	25329	80455
9020	838689	647099	538274	754965	836710	999955	233884	82705	898613
616841	554578	416898	859904	126596	597406	662015	483500	43559	558228
55205	696863	544347	642345	599559	540973	674798	956867	562471	702046
123748	28169	239096	458614	794650	68204	45922	995353	359975	243851
608706	152881	537833	160715	557992	427010	117371	568597	906104	696020
741215	618329	718192	848370	863128	872374	362183	196389	457485	160002
619373	211544	394176	159998	547174	571718	185456	962996	729060	806788
367602	328238	431299	174384	529864	434343	733218	963541	493449	269517
489515	650399	180339	546402	835335	201482	480834	549641	24385	732910
185806	156109	397254	600118	591981	233054	752892	681274	783261	820402
719570	934916	975539	258558	983469	23797	875820	50270	409820	585761
577302	137875	203682	373884	97518	47259	570085	747248	232715	162829
21275	381783	225685	605101	12421	529700	357592	455285	224063	803790
159714	237002	456139	809301	978247	538329	397307	147879	372024	211133
31238	988714	835266	75023	826772	776744	165398	697249	140223	647845
778191	386386	517685	188213	51447	299428	358731	958933	809993	906147
100362	141116	454079	412156	935079	51307	240661	538684	364043	941207
655318	506584	506404	809838	286808	955649	427034	181487	656400	503009
442130	703177	505353	433239	464642	645194	597726	540065	302341	157337
712592	721172	899785	759685	661054	583405	424976	124635	715076	994379
820161	162249	713374	424917	740694	963876	14814	453490	43065	959371
424233	485540	654542	893049	989486	671326	355079	193835	12177	339178
146971	528732	657057	275650	330442	751966	927264	32115	725953	490117
866890	405632	837192	140592	957456	347244	854233	800925	458299	582041
983418	89318	196341	751919	466969	651244	611238	397826	907372	240995
317288	151206	135619	670014	457684	243975	404392	274776	189037	793735
708753	698036	517444	405179	871387	186171	485135	240751	304272	383970
500988	427357	786014	689636	366448	282604	9819	312757	63791	980919
613731	796897	396435	189975	757641	825603	697328	802227	309560	989851
820003	952799	726720	685111	734832	915577	73955	988240	535981	446360
456332	708335	622776	600427	117029	549073	662054	414019	93684	743168
727565	874793	100488	734833	455502	442200	148970	114665	81648	881886
89632	356578	897534	767633	716479	146687	885127	316957	157343	591040
725488	324140	301549	605526	147349	707533	60483	536655	705152	553580
363332	343342	791265	514506	195206	970723	59695	660487	831484	578933
2125	329776	600694	672514	810094	998114	634888	78231	265428	763113
76300	756580	501160	745998	305977	120423	93577	906257	147730	59032
441618	439467	453140	283811	742860	592730	274725	830462	57736	707229
665762	181704	473747	734083	750122	11078	938663	188081	454558	358367
124507	466698	845593	624183	258316	524609	185987	994594	380814	830954
317221	876300	299492	375194	65513	552608	655918	647818	486318	29250
170497	382280	563198	6168	382567	677432	153128	971562	570830	621232
607698	180828	824721	351807	339287	549666	301250	282444	472927	278277
544034	165993	808272	121934	877958	379014	102259	369569	791116	467774
938095	481183	350410	863965	314380	692347	716621	607441	190510	300797
587111	279385	45504	691025	353872	457559	386283	166604	249599	294257
127634	961909	491909	841345	208831	185835	173259	346629	776145	913109
266677	20831	162655	570929	152811	478145	942719	477072	386261	841475
922054	989220	104029	927654	186420	305591	748126	220189	446151	891809
311206	240503	903657	789978	494312	563649	939560	35168	310570	761929
463331	315296	857700	158814	270038	982564	242671	701763	176345	975441
437665	259591	71564	715014	802068	202120	379847	566917	762854	450470
910434	911408	682892	945181	429619	549552	109188	573713	751777	67606
901015	221359	457137	553765	363021	646292	637442	871667	324638	627499
914818	309225	385917	982477	527870	138286	318526	501373	144697	143660
6489	127739	443985	414350	876879	960968	351877	120886	211490	613117
81283	713607	935096	326773	910887	363063	904353	171353	79527	760188
363516	527998	56886	75538	111230	979603	728987	105807	994171	114721
816968	18198	461502	100748	238252	833928	842073	674626	109456	930806
394253	789625	720355	969380	698266	549597	924142	560461	152502	115538
482590	161757	578209	240579	33088	447686	555382	408866	693407	12572
853316	337240	135360	900886	616046	926872	723318	787927	845357	321287
253504	284556	362360	358986	428823	170731	424930	853579	164114	274424
651889	857071	308475	668317	299338	103765	902358	607593	452300	273858
922356	797012	374935	349620	843394	65454	171343	86688	60066	499200
892882	808944	192971	632374	75382	840887	220618	150434	244918	148870
642655	678855	138386	962388	765960	308519	878067	572590	192282	183467
982028	334409	487784	177792	538933	722717	120707	523669	265116	263803
839970	844902	803632	897193	339436	346255	498647	451686	413694	970118
507218	43584	392499	407796	561761	802877	789413	548280	531782	970544
217131	825723	589937	212661	648389	729761	391895	276297	146194	26020
973482	353761	394947	719815	742028	949177	727586	836327	954731	492542
829154	611184	688755	821334	482642	25542	807692	464316	544027	504482
658044	740449	247127	76336	950724	991890	322559	317845	713242	60977
924166	139746	546048	342133	459532	77034	374585	481958	255229	163406
844439	519528	533688	371706	95296	184586	184101	453748	875345	635854
194630	572364	638605	189702	738235	63795	23883	217006	648086	574554
844500	983283	624087	548662	340597	702186	809667	783485	793779	935205
255930	738788	554075	827562	847999	166265	814253	388370	917892	634764
637194	354122	722163	518056	900877	375998	282868	855065	1730	313255
413839	849109	454225	208967	58302	587906	399812	674870	856300	95928
191876	783739	809587	755980	732968	693761	818573	981424	294235	170344
621084	150193	675212	231517	723022	320143	552055	971945	248467	151432
171204	391424	257929	863771	501815	993295	770273	951270	711347	934243
762261	253854	143961	158943	510239	785424	527848	571832	308442	454230
778034	408090	113663	36652	794838	123332	196242	356180	911698	357641
733824	256001	854036	745383	42584	28014	578635	699632	148997	17415
12117	497445	365955	682880	600084	347476	672289	33690	875178	772617
820855	552326	284407	502099	105261	67418	439912	805047	722607	211421
954316	702086	640792	379444	55010	794263	944834	458730	595204	350120
123888	202786	173799	884715	180276	508694	291691	850535	824075	293885
994347	647351	863127	693645	783953	274456	743645	497962	26581	970838
530475	892721	122100	348602	601522	695245	439139	665132	903411	291638
525243	273596	157299	23261	891945	311178	945293	655142	684002	671510
914741	374086	346418	892615	609398	4070	386979	663718	256805	482826
532390	27473	559248	176798	443484	37219	47118	313541	829882	967342
366915	837497	128732	548112	925307	704583	130027	678436	160048	612695
656914	713094	8679	959003	491416	473117	41510	166734	611936	822458
295760	546140	758335	126341	919578	728515	727192	654253	918042	767196
810950	924248	113380	897703	356714	428010	178892	698329	987307	795180
776568	933978	186353	497682	814579	908450	522239	37734	215714	127213
486241	946386	970307	668226	40739	802909	544811	53278	139889	707721
687907	818432	400260	306009	475429	494898	903490	310339	642608	764012
605153	777115	926477	870259	260834	592347	547803	53648	419590	79140
863369	930399	801466	564836	922583	255147	350301	41474	673004	431904
434159	284368	710774	641855	353381	745873	926595	901413	833310	901980
476138	242366	936347	28177	605098	449157	434797	312611	757387	374012
100167	535620	280104	635271	342602	831470	259882	849476	989164	960718
307152	422128	461378	432690	551287	961218	423409	240337	984399	512265
884485	159544	95731	167009	867017	370671	607168	74947	237919	849687
641400	623864	940759	261125	94721	930297	689427	841316	540448	579257
350459	562991	619491	127338	635776	201745	716529	72484	34310	244433
704417	813607	938153	238556	700673	335901	183272	762251	306642	883460
113946	412063	563191	105960	40828	220877	691704	401488	35516	792669
189893	800551	312548	645939	959706	396214	865180	760293	175521	858759
836954	941525	820716	968889	126737	246603	157036	955964	945583	438889
534010	227909	3590	429894	27490	828869	164869	581346	416952	327368
764060	143799	394197	317762	209579	474504	223547	101868	87402	922727
983332	98341	951555	12018	480649	371139	241193	163843	857658	779418
963859	792069	870427	300159	340	472044	602421	382901	911844	630832
502303	459638	687504	279096	806197	749747	863277	790192	109435	167711
51103	56733	605889	741885	298636	570881	6019	29746	114758	545327
297029	113756	186297	483195	251565	976676	718303	417686	91563	200066
4583	238201	342246	662808	275558	862446	703245	785522	219293	187053
289819	68420	433732	239648	606788	859394	6088	653168	445258	803449
388723	867547	178726	676833	105016	941578	487802	704614	9050	237256
960632	110773	763898	445436	104296	582372	51537	327962	446602	709103
505571	74824	46476	562433	912585	781058	41505	721943	749034	89098
807712	747420	186468	910994	583205	2514	747331	599812	377403	106841
73549	474601	156781	83322	297861	461718	391559	284796	708946	838344
133732	989596	792390	988164	220418	163860	225043	769686	956286	667204
623975	446052	789604	103552	226558	963926	44703	573661	767371	756685
340373	947673	565716	816282	230684	717149	809199	569733	775052	125036
720662	268820	136771	847120	676963	157306	96184	504382	412006	345309
409768	344406	537272	672759	133307	178749	769463	342926	340291	764720
929493	241626	706822	2825	505064	949159	94095	818634	666973	540741
787219	232318	654889	86891	251767	238911	735854	286434	38663	302417
729830	588556	952492	803928	699227	824381	734680	104525	875956	514978
745390	742784	916105	423796	39195	279311	228586	706891	725589	233199
904653	262228	167256	813873	742844	225779	577877	812592	978759	276440
198899	120756	200157	949650	860843	724124	392036	986101	452325	60370
533845	814442	828675	437551	859581	553128	586215	932176	374196	369046
118326	960097	950556	814694	339946	80391	42760	352068	670753	993406
698594	771966	337843	798021	964102	415293	759968	855611	624328	653742
238412	853949	809196	600833	513555	317593	15258	638259	130519	719346
462954	676441	963929	874942	67416	235636	266183	24	359786	8170
645599	710194	430523	763096	505230	249359	949993	367520	933705	676154
744254	3082	305180	252110	268740	903211	306135	988778	49306	203090
574258	185769	901841	996109	804602	133956	699047	262682	887516	376273
72316	497718	613936	723438	768305	257576	303792	361574	86761	434566
230603	459346	475276	168424	885288	919890	699939	888040	52462	398959
550938	209693	356814	6764	315339	356176	526187	866307	8679	107856
245473	378837	735366	653010	872990	502093	20203	283160	97336	240685
561956	20157	939808	558760	218407	640543	143826	887807	604318	771130
568431	771231	403233	978827	339687	461935	453931	918473	457124	557705
194248	667744	91751	933903	709642	301696	338355	484891	471680	208474
874084	377925	189966	613838	993283	859493	524867	993838	567646	71815
459102	903935	791074	147912	186528	191451	916919	164188	294919	137814
303340	354198	387732	189795	19386	294571	159614	918652	501236	936577
470781	899124	576545	333563	29447	459615	718601	161463	282746	902430
580435	205980	413331	39877	591597	736820	346122	853877	814053	898943
71003	149446	372208	128886	449319	445987	209255	242226	534389	975759
562020	551156	285382	182470	854662	718078	725769	359364	206115	217263
989016	373348	950011	306400	113204	132522	213955	86128	747391	933962
302194	435883	849497	439316	981616	809797	376579	203348	619145	539635
648971	782684	68253	65057	557657	480487	723847	436678	909215	841257
400804	308780	949084	760733	81069	119081	808612	401790	931519	459738
611445	362551	912619	36916	148608	473885	400865	124897	368505	651099
425476	825104	700326	912642	837195	451978	276511	19575	643997	78976
284015	734800	575980	467455	888457	660076	184887	337872	41887	26629
465858	239060	494387	616680	773538	855452	406734	412162	789434	400468
844655	351644	599417	7801	924870	745183	597521	14964	416031	457089
209656	149891	232753	25441	572756	946462	165748	980882	292528	480345
758960	470470	60465	343408	461654	282365	547434	922383	879947	531834
927543	921739	739331	249213	609428	281685	521656	558126	576445	637011
884221	752064	456153	981348	319869	371266	87151	756805	74661	304644
798022	690116	899822	361728	999620	192257	863352	632334	241070	6592
36305	165645	361964	284107	194053	712556	238588	428443	723584	515718
695258	792294	179415	181402	134059	319145	346708	531385	216918	116360
563542	547561	609551	90385	605204	884512	621286	805558	410488	69334
448129	753779	491349	786470	998780	830077	80194	161197	767479	265488
476528	456079	532442	895842	233397	16073	450577	760829	99421	657384
795717	367688	201571	185983	645317	733652	32471	980892	874201	302487
217400	10532	413863	333057	102238	587145	549872	108914	207648	515038
487273	173227	113486	857475	498077	251733	357216	987791	880566	411811
443499	922090	615131	954258	681641	67194	559257	504927	975054	883512
418187	583718	922589	645110	980387	643815	520674	159391	783184	871704
801421	608331	27008	969040	593178	579401	120393	661519	127362	519105
181138	968094	55107	580592	610947	220741	222108	216665	654590	570242
226120	584202	9549	175599	727300	222587	743721	259214	184672	298601
72021	296578	223805	28323	433937	946892	284836	245986	464482	44677
910872	880766	607789	659997	813156	514450	589565	415884	729120	879722
518662	569238	362607	461459	109100	666992	568301	162674	515151	162641
752917	704767	371537	531891	142134	746955	138413	89872	369662	950519
763473	915722	85844	959216	964152	931292	841330	112896	6706	430149
381378	101553	813293	687822	979574	354916	822879	116602	427615	139772
