399167	838476	351758	734314	255599	598914	777765
752215	936697	736515	612985	509287	979898	347032
680571	976859	625567	774004	241481	690109	97943
905120	42182	155582	415496	375045	732826	987601
276765	451910	459817	915180	346098	965787	516620
287672	272831	753660	545346	395522	33364	568016
82007	449167	519495	45415	236944	475848	174370
816874	542046	745632	115908	1305	57696	995906
377104	356422	647594	41359	942718	566601	645753
359012	545291	220416	492823	592216	956101	147444
93106	169591	662492	779003	879243	269338	396003
620276	945989	914066	813300	25782	618169	841572
968981	767077	437803	785381	364760	609785	671065
938186	542246	294722	997798	146217	687744	938073
880930	929179	502688	580138	568152	464134	540265
210496	835951	97230	427471	556079	68581	984070
667208	15176	347811	666340	666759	518899	434609
916133	645590	316791	310625	836112	9834	960307
188948	472038	214918	185576	292933	640394	10400
642552	598320	207825	895811	644062	314361	585930
242294	204915	216287	828866	603422	930648	427756
925725	563218	700202	307044	930161	614263	816796
591296	807181	907134	900168	572641	632460	483459
709637	968526	417933	325306	898786	243720	324712
451947	110801	877771	312030	512538	543241	913235
994869	642380	95517	862961	360484	264729	295224
328900	678617	744449	266149	563692	861735	869221
74408	714654	243770	843995	594814	293612	484574
811108	338601	453995	7950	826836	972697	872054
526527	201810	64436	280078	619676	367365	757557
153457	386172	49545	570721	238775	625262	926680
826403	295681	530135	177842	271567	469101	400957
250812	551933	563383	26152	823827	311699	478211
180605	199800	657317	972469	940409	995800	813580
996229	760666	209501	960262	811496	790889	857189
863719	289032	647913	941118	884778	781993	53267
9878	873556	660087	723247	374756	983333	767729
81880	560715	581589	599299	930361	329309	859515
284278	117876	657180	155693	539780	636191	411326
245184	413547	383624	351319	178117	922581	81551
654406	201949	405974	24224	929208	35943	138374
242306	269424	731187	432873	947546	638183	654770
551858	653302	67555	584005	45474	25446	77350
937967	564859	148416	429775	577565	109845	622048
608477	766090	933478	295608	104827	930504	305636
26833	881145	817299	897306	941775	681227	795084
532429	46745	191841	505423	803243	748654	237135
396088	298703	974040	924800	722570	694199	264021
605757	114300	12287	78323	838144	457741	924897
864981	99915	229585	583510	20640	436335	591744
865464	865889	382891	520141	778437	380501	312465
389647	684079	105876	523647	546551	112617	145239
105920	329073	161978	581842	798369	339804	313055
162293	540086	973823	270388	681809	756189	680079
685886	382652	542105	569351	43174	637722	818717
126576	520695	544312	493674	442648	273259	941991
140818	965593	66014	446229	376379	394475	330837
757689	428277	20707	273346	902423	727093	272067
221642	674679	505520	906486	36909	993928	964600
217476	117342	895227	687216	208689	43994	830656
236879	366462	583623	736631	6834	185943	713264
388210	241179	305439	154803	521895	760301	762159
179904	145267	705633	635908	837997	363115	256165
593428	295625	624340	888297	633114	129593	618547
860871	537136	767160	87274	489512	809446	638695
859720	568799	617187	545660	748679	746666	773491
595805	927595	890977	949542	228168	628003	124613
610180	691768	987056	390111	334163	393702	959648
690251	934263	475832	344175	64627	669633	895755
145016	268137	551479	857656	729418	648443	825009
748049	701346	59070	643044	982495	937441	51063
215113	664167	875422	424	830967	468404	964029
388162	191194	930795	663533	335738	283965	12870
527566	220967	905095	649971	657033	373377	410815
467691	248759	95142	911027	633923	667478	911762
260030	136170	596519	876796	764217	912485	382124
276421	872810	111680	899548	618095	395905	302014
449152	226814	737212	773581	47484	796224	83899
978515	680331	403664	375482	142326	4922	619376
436743	339697	781591	961274	181977	17708	151928
560421	625956	513312	869249	703644	124217	415489
799933	842210	615191	518808	440727	839639	685686
268568	788412	29485	275958	370018	454498	486494
605355	515944	826525	298388	159610	69958	760558
944196	742348	899973	393109	991342	486958	161063
729863	873395	99918	206648	728074	867875	416655
284969	65747	307008	167041	815945	595964	952861
506621	110147	309284	705231	982356	430997	269360
546628	660347	611517	677682	654899	791802	374692
39920	643849	141321	85721	148486	320297	955098
25550	575205	627602	723411	597213	576085	796213
400541	863507	620166	941924	35971	870414	236566
629641	98379	673605	999710	488104	57195	469437
572683	560880	407039	741376	300856	772554	737098
529889	689268	833362	450118	431333	437879	228040
974354	112525	131363	176518	493048	634987	644180
497494	148135	493980	504198	597418	839549	851921
172901	313928	163596	84387	156238	323745	451008
515728	259340	319763	161258	614977	337883	11564
202751	927519	86059	734184	785490	116602	189416
327991	279438	807174	114404	484677	547252	374857
26617	833683	572738	476672	731300	349367	693490
183863	961508	614087	737436	431957	968811	919901
693393	864460	755050	505398	14063	110406	822473
30046	529177	216137	971267	840955	704486	211521
302913	476358	18796	701930	999583	341152	114763
10499	428960	492679	852053	121444	990249	910818
282558	853255	971755	423372	666895	30010	749882
737927	228628	478321	710136	920487	814380	506946
821439	401393	427101	698511	674617	732172	624914
397454	815565	772260	74071	9109	545678	411236
423382	608061	583509	651072	307485	226829	641569
146452	300752	322911	401471	418442	44886	796660
118727	308233	678470	655439	640181	909591	503607
361710	751800	616223	180627	51609	899923	187800
420959	134961	711224	963398	315097	690565	9706
489354	609524	604024	986916	744468	655112	986493
772294	601209	778328	618498	313265	156687	698885
919859	848679	926546	84783	957933	697146	292525
308829	155977	695088	894847	391258	130185	899585
425847	494389	745317	955391	558526	502607	975910
864210	25738	418396	898163	672495	387519	418284
145632	668927	983689	42086	432140	630222	603317
79529	291138	561685	927840	206642	510771	637852
82971	359587	503451	764364	760882	431307	63475
502929	167934	457023	942381	42519	383637	267837
691956	64387	117443	260801	233088	856785	173164
833750	319539	271410	45096	676487	453452	803196
919600	493970	525982	116023	946862	337855	441974
987884	448678	544327	691632	290380	538566	440663
398425	714299	748083	925674	941753	763158	779671
914526	68671	878056	438530	950361	2859	909806
306743	33262	465524	112285	350876	295679	483258
747691	774234	614233	205789	273783	613358	742577
172164	386888	249310	433839	872244	964472	904591
681232	755792	269497	35490	643999	64521	926164
753688	680261	933067	744430	343353	995340	988418
601035	423643	428650	586607	650094	581991	700709
169846	725154	328769	375453	378831	11134	918156
930914	308275	922787	277158	458917	998838	366048
743556	905549	502991	824310	935906	728196	441537
187280	46163	164420	327341	634088	330034	739885
148310	520187	95910	740584	119070	954624	463961
993782	239340	32464	582446	899148	955251	233968
440427	656987	868777	773673	689122	77228	422095
670685	716999	817259	927985	175353	484486	429030
702258	844021	455354	216177	11576	444793	357096
273756	245584	78290	341902	45918	76409	978394
327319	791530	395237	884397	489012	734341	293375
876786	454271	482654	889631	374385	822096	750267
316194	751962	408488	962477	840305	239380	231907
11488	918085	724322	416951	648073	664699	53475
441983	804794	758703	211231	51085	993739	520680
724810	467061	527884	232686	429213	961752	437995
282178	172022	14331	645044	599708	126549	587475
464653	879120	4605	826887	270334	330461	400267
79749	67943	298487	463671	124970	154433	536324
12101	799655	805011	385908	303783	921017	961982
780760	190358	89390	77677	408774	1241	36952
978385	747640	237330	568682	50138	205057	247442
118271	617833	136903	46888	427859	83638	963616
909125	837864	749001	741277	432083	22432	328659
772495	12993	166328	542634	159653	520350	528068
608023	650317	46882	787795	174779	577035	127994
39207	437629	37652	106558	440370	144464	802793
21051	573760	856536	631839	121859	223499	881539
361017	117126	971698	391986	543565	5430	218678
176232	738564	100729	946827	849103	125580	788619
644472	783646	901571	770825	140360	245402	208685
874820	494492	207604	106410	614616	225446	542213
529989	823286	879853	479525	188657	494804	570501
474725	91339	345842	34376	756664	114303	155962
279626	856598	68504	358821	66896	166658	799051
76243	424156	408363	41957	482343	599249	361250
237530	173363	803027	983846	634858	964607	420132
241071	565085	277762	986298	172861	126273	892052
499829	643867	216858	871878	125914	467238	258124
254460	1627	540853	426239	494328	201825	343066
864497	184254	393615	257370	443268	309795	116705
704122	777250	592896	804902	120462	215909	770303
99093	440050	5134	352060	126033	582733	794639
300924	220837	403923	113415	395368	338129	11159
727420	252748	986160	461638	769773	159524	909900
234621	398052	801987	403176	64880	33851	392854
637966	506444	892838	223837	875410	543217	697745
478593	366109	153200	375097	417497	987845	528215
455008	907269	281654	240764	290325	161790	48949
40131	25810	764968	431353	467207	976700	433494
527008	429998	884563	453212	780690	604909	141305
155951	256737	599071	41171	176783	267999	172116
755412	799328	884507	905090	551268	146911	209057
231167	261918	481522	771398	252279	229599	818656
307459	948127	269030	777235	206518	224297	935985
847626	500013	530034	29838	179875	884891	985171
975222	927871	615179	493272	635927	962670	281639
396798	776703	424044	167090	945344	585483	161521
51099	579032	208265	499609	142762	66088	663645
964679	500187	671866	469712	756416	826541	801162
535329	868212	229518	603749	819187	460820	795718
698182	165463	597959	514981	603924	181579	15586
880068	353786	518682	280261	902262	276745	543155
100539	376445	105286	729166	666960	347205	378448
275913	719988	597879	18221	479283	279349	422226
900041	57144	684162	386536	340770	877211	188779
507028	178150	452229	63681	745560	690438	809218
652862	678322	303307	440021	640718	103287	653423
795922	627890	230297	218462	422638	242597	709133
419109	755233	741130	353801	919759	374305	723983
178290	82249	890321	576603	982960	837454	689222
219093	978468	929694	234537	874390	620388	863231
191980	809306	565513	364504	634883	99020	270329
681910	742290	878262	924710	633392	352059	71740
459737	122384	468855	995966	528603	752693	824468
577052	670787	484286	454582	7191	117968	211194
449834	795689	420765	19365	704400	414477	24211
766827	677023	248219	264058	889310	146930	526530
725584	975972	208195	582051	404396	94664	560169
210079	836982	476175	887310	912141	682846	515453
210017	704908	980447	729478	811269	195346	154368
490526	964928	367680	102062	102688	887245	589189
13203	843075	240372	686495	993337	702581	566656
465604	253015	844597	92141	226771	559183	213578
651855	528598	10690	599498	818400	658168	970341
141710	690539	42522	313116	962549	343066	246076
883352	825416	996084	657152	714997	110765	382682
668211	527335	34679	509063	640612	919267	861061
332296	221769	74051	334615	132497	622023	722541
964272	552420	762092	20329	861786	481245	312920
230309	2407	295748	466313	158292	574664	885821
535837	232539	340005	702519	361565	93228	901954
309440	895384	324737	384781	243973	878365	172659
944852	410278	889290	964448	304698	905867	446232
711282	154877	829464	923775	839210	724092	767182
689526	957209	229154	40993	858825	864005	512593
290374	826776	773833	889440	312170	516277	81353
248628	865246	412078	346757	750386	640103	316865
900933	673364	674516	265752	476249	908455	761083
384606	254082	10643	173561	703610	484258	710398
549358	738246	901316	935927	990023	753876	903923
187622	251702	476959	719297	405629	483181	596116
449126	21542	407019	642471	372210	139695	153526
817266	123380	817626	461302	312416	461132	399406
769778	912754	768060	732306	447257	820432	20037
530706	934029	441746	118029	193830	171561	354344
303334	285847	615853	530015	556068	859304	93052
560051	614742	996422	388600	718571	449148	130602
159662	120312	753410	685371	197887	877233	869558
68660	415138	611230	193690	663665	916211	26190
590897	301841	527945	286907	614571	592440	122275
372991	112251	68471	682849	145926	470273	666336
619872	92	889247	389164	307741	688214	369936
299932	840752	442894	885571	646191	52230	436585
931937	231628	521915	712686	920734	86601	467058
874678	106619	737365	115500	530196	328181	589053
603553	970290	120283	710636	187728	467688	598363
275076	1711	163763	915719	147093	787738	86587
505695	699566	885600	86702	264912	85797	72283
270285	425701	894292	266872	965046	706289	807476
610706	169651	697345	960631	315163	679298	143132
498560	150438	93	617262	864999	954989	360781
421837	494761	69832	335055	538726	895464	701671
491955	276901	851159	312603	954867	557469	167937
326072	42571	502233	491537	796706	810342	750936
307955	866379	326982	541499	757839	989840	954061
618441	496286	267552	805363	333163	875948	166979
889171	251761	55928	972640	437194	995326	723174
650371	503940	754348	685091	977967	430676	187402
325502	744372	210905	907641	557089	711180	182529
983778	536878	470299	366425	304260	377023	972236
123869	605927	903529	584878	693685	157111	487472
202288	685451	259593	164889	164743	623630	866315
495722	85037	523518	994950	65387	817516	570800
336217	272638	710517	469789	506287	779306	375533
158562	503308	536490	992546	94281	385274	568046
628658	202562	201956	106461	201858	603767	874701
314878	310097	975931	663380	16631	615691	418946
517671	973927	459713	615921	114002	293449	55747
523954	814778	492760	413934	144354	5668	50768
947903	398870	936964	864223	9229	652191	780243
815725	428471	968552	809442	527861	361064	723651
871798	515466	694242	858731	290072	58439	588639
248482	488134	714357	281704	281136	44826	374380
939719	71845	774056	881501	578418	918172	910912
814492	596604	829223	928086	887973	627834	813989
910914	262773	13026	932375	355708	282361	974330
807337	392205	3407	363040	81481	69873	206556
630618	710693	343626	39201	479256	627779	502241
457423	747318	935087	253423	226428	913391	817269
833181	558563	153981	297307	825646	411029	190804
553525	44450	950337	175185	826736	159122	891030
205434	150743	711589	90055	146980	507566	229269
651568	164561	125893	183529	732525	257037	506653
492437	610141	738496	398200	335964	210373	184933
670898	207705	59119	600698	658121	493313	487548
356185	950816	52164	654876	247357	198549	992553
878961	522538	898270	802036	317742	136219	970879
56367	503420	706308	47555	724903	878327	168213
873071	511411	822495	928081	369039	415371	62791
449343	643838	498289	695419	478040	627222	958990
395239	602837	199714	755945	830083	550072	964404
209595	863359	247577	269836	408997	665362	278348
246185	423866	115183	814369	517261	586185	398604
84249	196542	221940	675880	180615	504449	269794
8405	704674	88562	56549	959763	878290	839432
428454	5067	669759	414485	400656	678492	835204
664487	392542	849530	921797	640994	138363	107531
674997	790111	42677	332371	957292	766102	52294
394535	158132	829050	289698	779086	528559	32983
268956	102155	814905	849400	117782	306619	853712
35471	247995	498043	281603	657410	753065	601580
121682	868115	369877	692563	394500	979300	171172
964371	809481	687081	672338	843970	754825	794994
874552	482021	204682	590148	926940	277579	247310
962395	988942	469672	766638	678160	382168	789586
423673	862903	737505	537821	111916	35171	207662
308106	944513	237470	438521	462692	329689	767229
20341	168473	311214	335573	897284	666873	98769
739372	145414	227692	666650	594259	49908	256314
18794	2339	992284	689673	367288	543713	210412
284566	459547	765935	3652	643038	7112	654550
153583	774124	203427	39699	744331	735365	256765
770544	644643	2612	628406	692507	795278	631335
444593	77574	78401	224039	94840	924442	781711
776354	732136	327555	947653	493856	270866	774807
945714	127664	355535	998917	649032	712735	133799
877103	645156	597376	458601	221197	927016	711687
443145	183604	57087	120922	366725	479770	310766
329148	981998	44281	469662	824501	88920	106426
526094	361665	771269	157929	427416	252398	136765
911553	849672	143773	476507	481999	756069	623723
388024	157488	146905	898870	222008	666248	908414
587268	702003	505733	920128	401276	415802	961649
928793	155267	40757	373960	275625	346305	607664
949034	522228	810667	818393	331783	70437	209932
786388	642648	455480	313546	991149	269279	771693
93882	867996	923149	148092	43234	901233	719656
554698	214124	55592	933938	668509	118475	190861
298776	32046	652532	154142	371756	815087	84767
281676	238374	884211	385974	123194	369053	67860
441396	571108	853798	783564	725793	294386	958765
151682	552668	485948	992346	71269	452194	433846
573899	378423	675591	899251	12613	51233	296083
159490	671752	826996	206540	294529	990740	132367
772618	80434	857933	823128	795201	481000	143922
141852	781069	875398	311927	725289	292065	129116
926775	569675	374311	506812	367413	619636	44280
373412	840485	130083	412569	626061	790438	449365
188345	59831	136269	415286	656691	94740	757173
656244	891581	484912	959731	227813	224693	824751
686972	339793	844154	981884	628315	118780	103323
732516	111044	574454	367363	184783	643420	688379
211534	578533	772630	48680	451304	814355	836777
750853	917503	957880	852434	666011	55941	171288
335946	740867	711497	101094	976078	101363	330741
659877	130105	525130	308443	345213	983996	606138
794005	255735	733232	595816	503186	161626	773771
253473	641166	316045	657744	690476	680999	276370
377782	926455	412789	264236	231070	53861	529430
323975	786006	195738	169787	178895	887160	185384
55729	814824	799464	795493	587151	421010	17797
895687	867165	135887	584086	416753	102412	632422
435527	238778	235971	184181	985734	985750	194406
853580	768806	24185	763125	538347	997033	639789
700376	272008	788166	296157	657293	433404	489707
787755	712136	793677	605919	122604	757187	45563
834641	229952	990591	786206	527954	308981	576602
444667	147037	487832	543882	240307	597595	419290
411394	159515	477345	249551	305822	289562	824382
786431	715806	459365	611305	51567	477554	69142
147767	248552	261704	205055	569209	560984	297574
839463	530075	489582	812118	656276	72400	650480
965152	638031	884024	166653	244635	48575	649889
67087	62138	761915	219430	897994	754625	845579
796620	695075	775610	62562	893098	766462	925787
516033	484349	665196	437954	830218	349891	382948
411926	556980	571479	973267	230688	486248	274554
360514	97348	976643	779712	470966	496750	942000
875685	495541	404932	310259	814314	884700	577878
20007	820174	558176	388039	251926	941911	827290
974560	581078	837429	518399	519889	927286	592966
954996	881727	249474	498847	281940	267442	310136
387099	720981	343547	670441	762686	356583	793431
288393	996586	68469	517157	975577	495940	130511
451841	363600	985548	778797	755479	793844	929498
978035	859693	298770	478863	818114	51898	59002
766165	285854	209191	553811	313786	982295	32473
625570	512526	160495	534242	104949	790844	839171
10346	319297	872384	566591	940748	197128	697288
903206	957640	173887	587458	453251	256207	453788
450859	798472	81526	954870	916393	421892	768395
92043	86459	76553	682792	706468	653118	563416
756004	106050	519536	457818	161935	160714	862840
603788	809245	968755	160668	43047	223656	844992
728473	662264	28778	24717	53454	495402	755311
284045	299305	23000	38043	256092	487160	211068
341389	945165	722779	36818	312408	806352	852531
172802	385830	862141	815764	988348	450770	355616
92866	492140	667332	737696	909380	28046	866814
105265	46750	729264	898478	662108	961166	775804
762927	429690	605901	30969	732194	413301	258370
491191	689622	407665	681156	721256	159777	775507
650741	874537	510933	139731	548894	723534	29333
6210	868276	654807	489647	376932	331780	444522
100250	15708	484242	971133	180531	55021	618445
495065	512818	813915	754186	508125	107982	880428
179350	752688	664144	732595	693187	540613	161246
779514	986578	278009	428772	712382	555334	360028
337788	266410	42492	713257	964276	480471	411176
104943	489786	52964	299657	901191	453778	799912
44888	885366	966097	779756	744124	681022	477246
49054	453751	627044	482141	219608	518420	366953
880949	327926	738671	348953	701333	270492	245244
415163	899553	755796	243603	872854	44500	394423
348920	121693	84244	522080	248621	825334	571289
842246	359996	30220	238552	878280	284014	664917
608217	781892	652536	16361	493828	134896	743944
820268	851397	903406	834840	614056	83669	144715
918009	905188	617216	916466	517702	36976	149625
196746	165062	912696	346279	710396	512853	156543
381056	239860	626081	619247	108694	339431	40707
779652	83	434565	31351	51799	743177	221591
615735	12805	97925	687240	985329	17823	760343
113490	913586	296773	359971	704773	542044	722423
376076	216934	367426	273648	348795	929463	89818
383796	326927	249005	387617	393977	13021	895376
554280	968280	789872	986711	242523	134167	316396
576831	181220	650225	828949	4267	834053	472322
222387	883841	343170	112882	811254	340239	566143
804067	148731	376639	412448	147496	339665	501706
180807	828525	250887	945392	870830	278606	41286
994125	599730	444064	905948	368357	914067	57166
55998	55519	751576	778386	216391	246598	508426
943427	192050	619122	262078	878263	634043	499642
62380	103449	447337	405424	669698	62373	962637
253635	439118	890422	301054	124654	350523	328559
928778	286541	401482	68708	702470	549057	452563
859461	417410	449795	315173	906418	12074	572860
670690	661422	309966	666688	76309	103235	843634
69656	535498	299827	393418	640816	182825	908003
120386	912324	712648	923396	675049	31079	947196
607877	34274	532262	5971	769060	317487	154188
7607	741703	792403	811337	609477	994923	140319
368870	138167	604763	620249	939660	766004	864207
974320	550780	384750	938349	253450	139154	241467
81299	943266	581237	110411	256692	676391	822229
889945	758453	170396	804269	191244	147365	496162
55738	167371	938256	964658	982019	53671	356338
522055	462825	481193	465551	298602	847323	76166
357002	837489	591329	476142	735799	366536	530309
175285	782121	203377	279725	183958	996554	72549
847822	144649	250180	155266	934436	36811	733913
540302	389284	150221	137760	873368	716393	373593
365119	661388	793433	729403	74390	37295	305377
915903	917915	270571	395282	64929	477543	719790
32026	278239	982662	435354	441556	235735	984314
304032	285677	480417	508797	629381	438661	366010
700505	130147	414991	317801	227807	511593	298777
141330	424631	960641	886892	110585	273943	760715
342079	419661	703319	568132	138333	448719	618951
303128	502332	680572	603836	818201	568414	229421
163483	844684	957424	217592	89203	396926	742641
336550	113753	902214	183243	15077	335993	22521
155696	745962	395446	378045	688850	288911	421905
427747	45731	986131	902014	28301	741521	690693
585861	486738	91492	385017	834681	881356	163937
492210	639816	475488	599460	566828	627626	579273
908241	452656	759695	98700	874512	652371	837542
166851	557849	760528	146435	123373	354157	719256
254723	819609	870695	819907	145021	461371	65764
250999	243348	720094	905678	903427	723883	410418
373267	465906	535041	327957	947865	427483	192532
333006	985217	153151	743112	734350	593453	858317
694803	479527	243218	842635	992003	689861	685616
424866	611442	76656	957836	793205	209347	673099
789412	800542	308328	19784	676525	212932	51943
866870	779938	102740	568864	430254	826735	611460
778157	210836	926688	64584	363261	691928	271705
156414	231563	150835	93245	109272	390495	257116
69895	789568	276118	369925	111277	655583	428753
923029	723999	668246	567483	167538	977635	949198
957729	86187	927975	959398	965384	67666	508607
785044	131625	341295	706591	943463	338794	403979
740068	173209	666193	543791	663706	477438	397794
818947	516687	244464	865674	412230	65033	446067
246626	913067	254271	7654	434130	414250	433
556730	282088	783279	433606	53232	166504	199561
279601	632271	574494	503778	830646	33008	767478
152223	174840	395342	16865	360753	694269	302478
332576	753095	906507	678659	994375	275050	527748
447421	304923	51308	771749	332505	771972	577286
860502	836596	126898	193448	758527	238642	241576
951960	462814	64143	163713	395251	249292	374567
455900	716690	665738	225535	943209	427082	419285
600245	62160	614	756324	745455	400272	317831
204128	289309	555208	620313	900082	509733	213705
814525	917922	160788	957982	307309	594313	523011
42129	898642	741399	498153	674879	782447	272163
117671	485801	978231	846152	603809	484183	606593
443893	776368	630427	726345	867487	614890	725697
212628	343114	159609	769768	82067	134369	889312
472362	535260	315768	352225	135502	224152	253222
65361	830670	768758	767718	747052	833195	725048
347106	232424	809701	781631	867804	998182	291680
586492	620248	469754	923675	706417	286218	423079
209266	630462	610423	184290	627954	704690	459837
736507	97845	848271	676239	555587	822207	159285
633727	454294	510680	979745	994448	372115	863893
706612	281759	979426	598347	473343	506827	161923
591013	495052	572070	817405	352646	197160	771352
754384	395961	144998	568296	68166	12351	574545
504754	195570	966678	372078	184079	649994	18727
958751	994950	892059	977579	235223	782533	463761
338937	197880	893352	746699	870293	81677	554713
391458	398118	712227	632073	638221	160517	693329
768685	744844	990903	832719	592692	724334	677107
995385	492285	256918	941226	988532	695135	55949
48408	892349	414938	660239	853813	43858	249242
415630	923971	546431	675774	403879	491095	259956
225224	547644	818502	598000	34832	242597	832584
675682	536797	152500	885447	354799	765067	394050
856514	286645	123845	819848	652873	822407	6416
882102	584059	540063	757217	337902	775196	285775
744133	978067	967682	910327	930976	281138	221309
364962	632390	835906	415367	368518	708549	696798
867814	517528	43693	495748	287282	547980	904047
761895	785	387746	774582	674050	159282	392675
920362	457330	132044	787880	248408	373462	538440
297496	571676	551761	282097	566358	657320	195173
804254	625884	139788	448175	9250	437582	355219
822085	52361	793676	104242	219756	47385	792442
93569	910371	286418	312830	829388	831974	385471
972539	985461	542315	594035	565582	954548	884510
530130	172405	125188	242386	681515	772327	440152
852792	240123	732694	750803	452164	411577	982230
601239	631808	72162	116181	203794	636838	989318
811689	8620	441016	647143	824761	365919	664274
420909	599500	686328	862607	627171	223473	972044
530020	135708	585687	37070	220253	483644	647482
304138	162976	425371	936874	897615	42807	171950
531053	496946	163881	189871	683456	696630	510113
261265	449221	981220	167874	615576	501744	334710
303047	294576	312248	635678	914291	848186	810302
821990	868913	666285	307955	797440	963795	22484
566660	681934	254784	552431	117285	862533	512185
431284	855976	889483	107798	683168	532394	117971
237224	534387	264418	466489	238290	503214	986038
342647	392794	957146	714565	876885	747253	301248
198419	804454	638769	727217	763144	457519	160776
761238	147676	730603	477704	914068	671175	165235
155900	606157	541924	318887	407454	842121	668646
9767	439694	301346	97647	532601	270509	122036
224452	693949	228266	775888	854305	197533	947928
546014	391370	970708	343457	826673	808725	470654
748522	328067	608236	30897	945620	81195	32652
249175	247329	384736	512292	642862	28056	618479
