877687	857864	984668	691240	649474	37405
60904	349321	286806	7759	770667	913354
717137	599688	294148	901501	363018	657045
145129	533227	156057	978282	602034	435922
803381	50303	110776	750652	968862	76531
271284	36750	439365	967755	549958	673218
108850	126747	612942	606242	348921	125956
98536	830978	883724	200764	988842	466284
364382	517602	491733	954152	58596	873833
289564	896898	615434	602734	678803	822131
47883	69928	974933	206689	50467	170935
814524	295693	33373	586643	285420	992833
952881	533800	433958	606693	106068	2829
410163	144775	762184	720392	986031	256625
138651	804231	796457	92574	633308	180302
728670	651854	683182	213888	813720	829742
354564	425432	686884	191487	672225	722269
690304	108725	544720	241411	893060	39722
145121	387922	945942	825952	414018	566529
697237	49072	429248	556018	90538	933948
634048	3583	794324	596156	421198	138761
815001	485141	624264	724105	410415	870261
865220	612006	766129	547912	290917	74389
23645	170716	751795	188342	547189	747162
838756	695932	553280	183796	907532	237106
865792	688541	509427	635890	914638	36061
233535	339407	51016	635727	948907	152904
513412	123641	281656	184650	545499	718298
361038	566233	614511	691207	142139	631719
956620	68644	588880	861599	66850	718104
423654	523924	935145	286575	155066	213246
246489	798692	562112	804284	553259	404205
684050	163239	857298	55701	488133	317246
488067	98937	416302	278139	997129	762772
936201	562186	203255	751658	241373	642048
658682	917010	657265	581130	290882	852222
843996	317190	720011	212693	31058	890282
495831	31876	267815	868854	27394	766596
378566	754111	947641	392774	74567	112574
837730	843186	842001	699093	367943	284534
813505	965883	864295	693025	611269	30616
661663	548449	251486	308005	830171	218667
838835	174661	582689	39226	873070	819678
236990	865510	676094	185077	764185	318882
7174	537774	148031	722147	199611	259929
878810	435228	729286	374907	464264	824086
702037	861780	301605	76234	473748	415586
149794	185537	411243	535122	736879	695393
86138	890265	930449	649767	847205	480522
338060	660437	365514	882126	425039	461259
887893	900608	640461	587314	76557	393256
770415	239973	900394	708730	71498	764001
995866	306070	369211	546575	866551	441318
217035	718048	368064	795961	157628	681932
389854	887785	998835	264606	322097	422710
457791	741569	526803	104447	500885	24895
262676	540794	267084	764441	174933	724814
289176	65833	701297	962786	376467	632821
35141	855750	500271	764739	254804	11400
353359	20839	344899	389736	19433	521064
681275	952503	403745	97312	830737	860010
627657	757878	650014	925655	333889	25892
285293	90204	323400	375461	505251	657983
486251	690128	294796	820583	5160	670020
867968	292450	323961	574793	840839	570464
445408	408550	72347	613811	215942	241966
666057	995493	328490	529928	939259	241177
529477	505971	897288	694998	130554	490744
469369	365163	133659	752938	521216	193366
812298	98160	530825	882412	908784	618015
787074	474447	815689	736567	752011	278463
461955	716168	658531	127906	523566	647738
873450	819337	169918	334187	213154	973631
362524	573543	737898	10373	544738	182268
369502	569261	225189	734536	216247	659429
8538	702007	431885	809145	596757	344636
505523	50231	827270	632597	363032	489838
377233	259125	127394	856132	439940	754877
474340	340595	128167	577853	317392	876837
51015	804819	738853	647300	882182	635523
303329	822634	132788	722350	58113	893924
302443	114052	865778	541977	310211	787105
626653	32241	774099	529813	375683	813464
880269	425083	316914	570909	969753	877062
863390	451683	232264	212230	658342	973786
378719	533692	181775	190980	200276	397640
679016	414195	530448	519056	18427	199607
188350	135154	328083	58330	984093	325310
43224	674870	920579	352386	725751	684691
16997	70278	616837	564240	375094	657498
750896	917275	810733	881422	761447	670946
976449	784940	131132	549667	777715	730639
123437	179415	658007	884432	734525	476348
933624	564886	487893	779294	185179	823689
23711	208385	119424	160425	627872	244401
557786	811883	353720	803891	413370	655572
776070	256079	336934	915605	721520	464464
61646	395185	815980	841406	794648	746009
800811	486731	427291	182284	968558	503205
182847	75428	703248	875619	875794	451992
723421	640125	676780	611909	963261	81459
170992	468418	36108	315236	761342	378194
920345	495103	93685	320852	94856	258150
656907	424969	600598	834696	757196	142217
823171	176151	772556	954687	906253	831411
287497	613411	807651	593996	942793	722728
849783	584831	278164	832738	511275	935700
124898	574680	704429	665537	574499	578448
70836	570681	383007	861500	946702	111435
836856	749782	117237	507714	21917	722010
223115	726647	408328	58716	113905	88499
92181	604399	475858	162771	834560	711667
639807	850620	999256	79424	602706	85363
979675	549746	922980	220540	393778	35632
49709	709615	264731	202631	291792	830914
197088	733783	446773	312717	497374	292567
32924	956184	808882	756498	52083	722991
702764	797083	455115	331792	275865	879824
246685	690661	653200	798241	515427	762468
394951	547809	309257	898339	434225	587041
109323	756269	14630	963923	221396	696516
525251	409705	511374	727793	324329	749147
183988	310515	481607	507621	419172	736162
233067	637440	452954	39460	609489	898105
364463	565115	938014	123639	880024	992317
991524	487833	541844	965734	17379	73647
793254	310740	241945	603868	39291	637740
761174	250800	7082	989075	504964	482912
656731	898834	546960	416738	460415	300478
412064	638514	855717	785476	130052	803699
733402	244493	132492	654946	733356	194065
432841	224511	365920	427727	605837	651348
86469	16778	875768	294579	294476	940106
663254	446550	777416	481421	142983	686133
888719	720748	40342	626235	712385	394554
121170	219325	816334	192087	878695	948340
977658	373038	287648	907053	746202	166442
806349	525701	4718	246601	421258	314162
808651	510004	360993	349787	269481	62808
762985	881177	132640	37213	94987	29062
427323	195200	688790	61806	999446	916130
620533	596342	640487	595394	810785	810629
531466	831140	689784	963549	708123	918656
314084	410903	191734	901271	995937	396402
347845	449865	489512	795176	678843	635841
304936	328905	657012	748850	324299	911360
743174	830698	195116	147699	556155	414169
568169	467718	773940	206545	652962	511186
128455	364891	692322	21210	941354	729802
751976	226881	330379	833614	609220	980963
626227	324149	695102	912119	863754	373134
537512	57483	5799	511662	170221	669827
212332	749753	157203	430788	865294	864247
350909	674982	729095	871616	134688	755157
130734	625809	46349	675492	529603	271812
773501	778173	166451	631762	369586	962127
854188	351469	623702	934608	958470	99483
492048	150877	97957	207263	615833	570188
672595	524826	195794	179320	925996	103008
777426	963688	133847	386839	972433	443999
162185	45450	177845	806054	967865	729433
303490	946349	391710	930093	296060	703106
557515	714028	104318	740150	259984	628283
952397	381607	587648	622749	866358	918153
259987	871537	728209	246042	749648	995133
254283	57865	452926	965112	408003	53977
82562	589627	902514	648362	385000	597130
866512	226725	86210	981661	423763	607498
65192	299297	918043	271457	976997	514740
844860	405357	973694	39188	474255	604437
531850	535313	270013	989448	868593	875190
166751	759326	269216	330580	712096	164849
130650	310116	34194	706620	688495	914277
883788	407956	821441	34082	701132	194683
932794	113346	940694	590764	28751	780569
870106	842118	455342	587707	268532	599683
250872	923688	529539	259508	241175	527969
21943	289389	357242	414152	418423	982602
967338	498746	813633	216775	873155	287620
114120	317297	572731	1764	88110	320107
415603	550287	717275	511792	828650	137478
88993	281543	869891	91850	73551	920341
583164	793473	806280	689463	299251	518564
524767	529837	231669	190229	561725	103883
222844	583744	546796	730383	548909	202786
592220	607169	273893	958767	798014	131429
880085	747189	970397	617949	703000	26039
322100	407951	291503	5312	868545	316215
776	96078	704684	886257	909338	131312
340459	490441	863412	250562	566492	122834
170143	418667	447642	619231	766812	694416
932315	187018	596884	318036	212049	93844
386513	816644	321937	906031	621192	36747
42939	459422	827531	30689	204404	634453
981775	854430	894227	617495	17895	777640
548809	338499	72442	44315	373779	391117
470927	613544	914253	356765	150263	919117
430559	356636	417622	879755	434160	63596
593214	871854	669583	392582	207662	262351
381614	704187	231636	648888	272061	419219
821625	140578	870674	127498	871642	696482
995986	614815	880396	627347	473984	148033
640179	385264	281801	507562	58287	720248
600647	306193	154737	341276	816047	352634
866475	59135	654888	828604	410723	350800
585266	432821	710450	317025	677108	445682
984385	864843	738055	559421	369770	322155
578042	420207	495985	669231	988416	929103
182555	830246	786668	63242	232645	961542
15650	677475	803327	812760	232062	221873
423947	258509	839087	758874	258439	938114
701379	699378	958270	348267	759388	103378
35337	769479	731095	897414	118096	723491
197704	23258	331044	503517	228378	808793
626582	941897	599068	727946	20575	900027
252523	821103	780824	96829	154245	891178
944608	640115	933986	154513	702303	393566
475737	513478	468181	337239	812445	587651
927725	716112	136593	730980	877674	181956
564803	881207	954505	472294	339879	808087
832464	228750	256798	250419	599740	36924
679837	58810	516308	868388	265572	654128
187368	328604	972168	987090	445387	843627
603670	404605	473723	324630	667043	28598
295593	718759	37133	272252	428624	288075
376683	499599	204839	956980	48318	330622
926566	393961	526890	157749	205758	721763
885935	216727	980137	959028	151244	141366
882256	666867	114366	648195	348739	53314
2432	734282	678648	585587	928183	524888
279751	753254	866664	634550	910532	578114
568934	300461	216229	205615	593679	582577
432743	688504	825966	67835	870361	702234
598998	776162	299292	927962	318148	670590
714923	245053	61141	409089	411543	107349
308185	965964	168995	227802	619989	535487
370453	229653	646525	276104	350910	731056
908636	996058	584924	921629	376995	845043
742283	530802	954846	7758	696088	613822
137503	228371	587141	268620	536610	472618
531660	827541	112883	197287	326762	994025
795223	352747	654340	851810	814730	522322
699383	572972	991139	379688	469326	900129
956836	986384	139099	333576	848164	444663
867941	269517	918845	574839	122959	585095
610828	655326	59057	515123	396240	268259
106640	761248	739082	314787	750925	703776
77646	548138	724347	721853	70621	180990
867992	406864	984750	979321	293107	224569
617010	270080	334652	384081	69430	42835
569932	536306	355282	645633	328064	761678
62835	13324	954665	673513	280376	628481
263483	594597	148398	413913	583375	701287
287575	818170	913937	184809	102017	58406
523804	684881	627887	704277	9501	274151
704186	998181	959159	191761	159241	841115
94123	312321	923654	942868	81276	451131
252198	11567	373248	132598	595065	809491
732509	915163	184960	921208	314954	258415
954106	604846	670045	342535	984629	78714
669265	856287	133859	994845	107180	349324
971954	14242	979636	726861	667648	626348
418991	535474	524308	392313	111651	622350
704891	81250	438285	42035	984972	582725
831085	616911	980724	532283	48435	73087
201976	461497	268901	4098	822650	658163
471814	424298	239475	225033	211547	577436
270176	820106	451453	686454	157778	191444
303491	409958	689051	60488	436443	682030
774085	626253	680044	789726	131426	574139
415900	298867	701272	577315	34342	970817
365977	623545	508688	233729	529521	812921
817887	966964	581123	251797	170345	251271
835579	321799	855845	30151	658083	735330
930623	773920	301902	554985	196119	374826
317508	241932	991768	341560	806671	87019
461263	782361	906733	558907	232635	770281
695960	486400	607016	224951	721820	531533
142088	628270	948852	862130	521871	835132
383981	287684	453374	878475	46858	936134
257834	927275	56508	490154	93376	792646
303216	375071	698462	685988	916555	670181
982207	207821	235155	151740	768796	966987
659635	552176	246593	383102	329622	587344
264752	685012	719040	673935	635508	91070
663109	672954	851177	27238	760494	612289
840103	361573	599319	49519	304344	433960
140047	412761	422936	252500	525728	60385
484680	420838	143674	813433	546897	488916
652783	986141	363226	226080	842975	117843
715290	557847	823682	361451	393208	807848
531001	26207	158506	205232	992140	726702
236363	74830	983486	372119	895810	165195
944518	798755	759453	372093	740773	804729
764809	527787	563064	5375	831338	248144
927801	418486	582148	734928	24999	899416
533657	347106	395001	385094	249550	278137
628570	723850	65917	662102	745906	132108
133846	70757	620285	855780	668801	297200
303085	998222	288480	302689	436084	889163
86460	114348	793572	532687	109607	873338
317429	106764	408727	39573	39169	237342
107324	92710	825729	654445	464162	187921
264283	322585	975044	865499	516322	30195
241575	382971	649245	957337	258121	556949
533504	347607	139002	846086	804333	782517
997487	935336	533618	1142	615111	539534
498056	822187	955476	550984	935618	91065
60259	426330	10592	326825	659340	621046
991133	335712	503778	661126	775232	667784
453692	21438	937341	420832	782325	365343
585932	581265	818476	247527	923608	581980
869275	819481	465163	773327	197073	549931
582900	930033	197749	949697	308721	514042
814689	454164	935990	738952	328085	253000
25227	970467	262866	933741	873953	693245
988016	242830	62100	395186	764042	413782
754447	160778	619046	980431	530260	683304
337855	310356	898815	799539	312809	363900
827092	514387	416893	37866	933072	315104
942675	61681	142428	723015	199825	551919
674889	853678	456522	253929	646280	172691
579065	493351	181245	784468	219667	501363
695884	720736	934265	707768	229107	543792
496497	734710	423668	509854	980022	748499
462809	152456	774375	234938	700528	48407
996117	449712	554026	308055	555179	529581
424828	899828	169693	814574	172066	997535
449519	589881	654215	233005	556819	695209
347254	829364	402786	879264	193083	161079
684474	308719	524114	361979	433634	959981
193241	603467	80451	213768	379776	124468
494044	882500	454833	166980	207399	862348
292146	934261	146685	439950	697500	96358
747505	795245	576942	115218	245579	884508
488813	894709	925213	807665	842609	262436
510518	393876	294951	967758	557393	710429
971039	313456	731948	433563	864704	167089
468603	981185	408306	424821	443897	352043
270426	874650	910056	583463	24447	278223
940234	116694	421157	929862	266762	959092
813174	364661	44151	697731	830731	839741
982467	69166	191954	158523	181946	46531
240524	836579	184444	121685	273492	609389
246348	235560	373784	283116	4034	425885
746637	870745	918469	952438	307261	814443
262014	245631	220546	444119	456864	378470
943757	490491	915667	582430	631345	105986
883608	192235	693557	162103	956376	967841
157129	906295	422772	74778	848018	589970
982685	455938	617391	898809	8963	688024
370797	908953	126006	592563	567728	914024
175604	692075	162662	196373	759942	652172
995856	220081	926312	889779	942338	104872
349587	918103	31890	306059	783217	815767
892878	339203	29647	984282	469047	704319
412302	569599	641099	372348	931267	476208
434141	371345	542867	712903	99655	646435
689658	654003	282066	200561	255135	834456
133093	230003	54738	604864	537617	311918
241193	32657	633734	534836	525671	837842
933746	851132	728221	552023	508941	999667
745251	33707	365424	980040	14352	951751
780494	554376	630503	658156	501439	604243
508700	428475	52827	225322	97509	122408
440663	880521	736794	477840	700160	141869
407369	576694	419253	865130	428556	267837
400217	946748	217535	725007	804331	441983
993551	232852	718222	688788	630340	305106
518691	35047	545676	501879	716769	106078
751991	171447	263762	910138	556089	635828
524895	651912	107921	325111	916978	269765
336070	625191	746313	238494	977411	763067
418923	124302	418376	275992	837487	5628
539024	495144	345162	489861	165528	314220
118789	84670	651636	621455	847050	413728
628183	392241	386056	596728	608174	823255
29345	532653	965807	697616	786080	955927
481982	47936	223287	366584	17636	90773
962110	180613	299030	183160	269348	8738
319751	757115	53809	785785	500216	484497
247660	661360	343973	140452	467279	698440
42231	507345	287166	66643	595156	103132
214117	159365	499267	460751	371281	472953
952919	854439	538578	157707	924023	302367
561052	857141	697559	684037	384703	431819
635574	526297	422396	459299	919828	295403
121113	10088	891584	716953	855097	493544
46936	8714	549256	535787	55786	27952
547390	941277	118268	442347	306109	475082
919875	777481	609214	320598	828763	47521
840049	738973	278640	402854	972490	328747
116526	866170	209445	432390	243092	678795
125582	42800	358430	695202	179255	159922
106825	606780	29498	943061	851659	389763
650890	855557	750238	995522	193572	632620
349441	283491	561894	137291	596228	82833
869696	251196	811854	49783	59325	986645
100756	543762	47057	171132	566352	31158
871081	905513	387053	426987	922075	94972
653739	155441	857118	959435	316815	695600
798755	570572	607285	228542	359689	982899
455032	569612	888286	519070	700048	392196
285822	555637	38788	954884	784777	952046
108455	892818	113823	629462	66524	570956
283710	681871	135004	770124	963483	852537
867398	69129	343085	160498	328405	324229
217596	469273	982436	948807	464534	331247
142982	492462	658759	62208	606003	287605
851617	195302	741535	698432	708434	637120
449366	349745	52000	782054	699208	667102
63112	359794	37569	705245	301870	354832
360725	514349	150555	714994	342167	383846
106464	27310	679179	595053	447768	996475
970852	189422	517905	499748	84516	333961
782320	957946	842098	481261	682043	798141
473743	27393	278022	690391	386186	709360
425814	349088	768798	207732	375377	692432
52697	817592	641524	599099	896972	173988
815185	666254	428695	126363	671229	613469
579594	149270	245048	347584	783662	712407
653109	252660	439830	317350	634170	672801
889103	633612	530993	609995	264409	843961
291020	8290	997015	560860	281284	452612
738029	107105	763478	933830	787577	431312
666824	690441	11991	216047	474269	6851
875956	451128	766718	819229	103507	25136
18247	992991	310095	301184	486484	301526
537601	371904	349939	17631	475739	327058
615221	772205	725633	141926	337353	225436
851548	704360	564418	532908	574673	962245
206811	550954	119728	520116	377635	515513
7857	766112	626452	948872	387393	377575
67639	247854	491537	472800	942247	234309
942812	366308	354054	870235	802643	944950
926569	949702	714830	937757	667215	985474
28022	314161	250400	299854	866470	725100
557428	732659	60713	236694	877177	641543
31917	364657	964175	5591	854377	931070
975122	500854	476624	672976	906482	835323
44835	926644	530169	588238	838832	559543
369708	600834	972833	965274	963561	813391
253665	556035	23652	315721	342465	236738
233172	145402	435024	495142	987289	493849
186820	564452	82195	995332	344426	678024
532204	287535	249420	581497	144858	424218
337066	430796	591408	591708	150589	379869
828278	866311	731803	579283	911896	366639
917028	735123	249025	373271	490823	560538
876283	903306	141761	107448	690731	248869
625317	49149	487026	712349	428330	725843
510719	134181	42205	385559	890667	706930
271139	297006	821651	332746	596369	542750
384778	759719	420270	12673	950195	621567
811706	260430	591910	157732	318907	408950
639725	60227	776618	509545	86656	931826
314099	735409	312317	86668	982487	743851
340282	598674	820481	406697	617016	432416
768895	973644	675821	900790	463562	470783
8893	332112	853760	532733	329822	186524
945800	474562	265060	956024	628042	544337
548202	697088	118019	427983	412028	731550
258172	857887	28327	834776	49083	312712
281056	642609	649122	485191	774294	783398
690331	960995	699943	45811	798377	847044
311042	920923	498385	888765	744585	63154
651309	387944	674435	377968	62548	815550
987594	561277	632733	629426	954751	358727
775700	853778	332220	792938	867466	381146
346308	394705	503594	816324	725637	986358
828826	476602	154062	888423	325565	990126
614572	709920	979458	499924	944000	674507
554349	568077	825354	373987	957938	67866
159774	994704	621535	304759	381817	696410
925462	288823	358189	352687	783687	936922
123899	1863	16294	379145	283785	26388
78135	643720	281669	23157	330567	95571
291087	66789	248257	360222	186439	490494
315825	216298	762140	478887	764615	794246
471099	737425	26015	778586	514749	561087
766080	371524	502876	650850	280657	950718
735861	2924	914904	522699	457371	17783
902304	55376	547203	668639	208594	938363
379801	959293	195820	573658	288672	823834
965538	30730	91315	553891	350950	745829
239475	930040	3252	531643	802163	638149
916822	435127	83177	550658	709948	3947
788386	166063	491514	540144	160901	305789
208836	123689	429550	174147	437945	503349
680551	504673	576004	643875	218162	681052
985384	802564	308217	141715	683491	204150
261712	784219	333369	705761	501726	55017
439160	583560	289924	252254	272531	840745
495210	817630	413756	146288	473233	260267
856114	315864	404509	22744	400213	304804
191770	633501	523862	579492	883612	997287
767917	30327	532107	715301	507353	303417
673699	596475	439420	449457	403461	213873
644673	880998	762038	877684	221196	959905
386996	17712	776911	158701	754718	33002
593025	45487	584855	213377	888500	92504
542744	463810	366133	727593	118284	391472
230884	841102	870067	543061	701759	900808
386926	144386	618252	996494	565591	849836
708670	987373	555889	329154	526979	169795
144475	985922	131052	239212	426687	254293
933320	23954	876872	121737	574788	157979
673564	357622	204603	853999	198005	847634
731515	901516	37056	606969	662283	342417
357942	88453	444320	108193	600592	676339
786629	482856	497061	489737	229181	227950
211747	65324	815026	293398	482367	665844
856675	175332	939494	455764	295468	358357
764267	534852	155341	313114	691144	84655
724993	87094	562508	913573	998743	264923
857526	310085	226190	512841	159135	837054
699290	528111	178096	180234	566337	10865
802939	197661	73024	367462	426880	163024
335603	31384	188093	695507	168018	506996
444551	481824	421212	861994	620641	834796
241107	673951	586593	109515	320324	208894
218847	362999	384943	369731	337904	492037
199101	779220	436878	596853	151791	38224
40009	499521	865996	585809	949571	683537
336655	423199	329450	248747	419420	681930
567347	212633	801032	507668	804652	565883
225949	760538	980562	195072	582676	865118
379426	31742	39421	95140	770930	404881
688213	453996	83650	12947	698109	702637
877848	185942	849505	126406	214603	627900
56555	281356	599289	112689	74566	468752
689338	922495	647636	223875	293855	185648
611050	220214	227660	907627	151447	599019
450926	400882	893963	985933	117049	264227
734802	385146	137130	306461	13131	92513
34462	237193	402438	594680	313477	259402
26002	431412	888879	902905	425212	324408
280886	138408	433965	829668	4534	637492
267326	36351	377487	470296	461933	786352
437245	643544	212751	863532	11432	227785
931944	10125	204286	753821	484378	380629
705556	24911	160766	368131	559114	680202
912683	426111	611118	646341	274163	214063
230276	796024	306640	747446	101849	317910
210006	144498	367609	872512	112300	368715
943689	47695	287314	838845	861394	890572
45423	924643	943723	868759	499273	862862
318737	92491	679399	879256	644504	249410
564973	249936	53224	334417	759623	720146
345525	446963	321063	850371	472225	19668
383029	96367	378978	553454	51818	993193
549973	656962	980405	799187	85177	710974
621175	423321	349750	379873	850605	249557
778725	505081	45788	597136	467441	77669
344063	527326	853128	728258	404085	266134
536205	981597	847288	193760	192921	503642
53623	381869	272548	815617	246682	53464
544988	981696	49134	876781	931407	358216
510108	120009	524036	516830	683742	145176
96132	640306	71808	952647	303549	542470
135195	988864	317125	985829	52528	851114
290857	452147	764503	375259	750480	879840
762919	630206	143270	828702	947860	745455
319974	758095	279182	859939	641937	808004
319676	642272	915116	736268	620182	495580
709331	364667	20497	170263	109762	991064
403269	337193	560141	346395	897943	72851
11260	431226	725644	985024	663764	199680
306748	869850	73970	108202	619334	411759
702952	108973	648334	828241	918935	750888
523824	292079	469375	369152	153881	899352
928277	407615	448190	170663	891581	882783
579364	175643	560516	27186	753440	6648
727756	320356	266328	658526	64229	758748
441609	174341	449311	464630	227737	69337
711665	505281	186776	808251	774165	429370
646646	107737	77298	366656	143872	525837
302124	131009	228097	827954	336598	870597
906906	972553	152998	674063	647292	291915
384672	100090	448360	659870	329466	453801
774753	734119	469574	908152	435526	194578
24949	836568	317988	629492	709496	352351
756997	313948	42297	273169	771299	678164
848048	962605	465772	394601	110736	839733
976349	322487	219021	303388	926558	266486
406149	296143	156163	452908	140020	36594
128434	240873	348403	563941	809811	868357
76345	144230	255344	59399	969318	150523
560768	409043	233351	288265	171186	341878
793704	532898	543854	887336	658713	855373
22644	126707	688259	288114	772715	971642
713605	907319	181792	720387	11635	350674
657894	118866	310427	358439	815849	225857
700493	262195	236584	665590	419365	607387
653612	528635	956205	579310	289636	430794
698467	709669	32572	257082	655279	827672
912795	434098	150975	852483	378228	48592
937309	214338	199750	541872	813151	127323
733627	197948	572940	914815	189101	299159
664802	19261	591429	694583	682323	674980
835070	774158	296977	711200	585795	428573
337532	465950	18014	896372	777358	910061
717027	634618	629698	136677	424954	642194
214674	692351	875847	440369	742075	807753
651485	619327	17213	249369	60515	740589
794031	810414	396652	529191	476771	318066
727122	967836	886814	995534	358049	373166
969620	178518	757014	960836	548218	104256
305702	603947	871301	79600	100625	687006
405343	867060	578268	415492	60501	547071
643782	278585	238101	289507	819616	489257
163282	789343	80076	284099	320876	176931
12188	694918	849777	665786	1303	21767
393044	752872	980674	26971	268327	959055
214455	845792	902215	952398	7596	643895
891834	184021	878786	347907	901756	885594
345665	998173	528275	678310	755032	349403
144790	216255	281939	669004	541239	605290
243316	807257	344059	621204	791433	632466
717837	49143	140323	383871	344007	566135
369342	949124	357075	402994	889418	186948
672620	632506	763420	838621	606480	84386
586449	439702	311471	372573	491776	918217
873723	82029	248433	979154	663287	850255
448606	70345	326416	577605	397386	972569
353662	866058	536525	999835	861218	390398
13936	662850	439268	375695	455756	69497
3398	745882	363942	682825	553909	364123
614608	868777	619433	699821	953671	950419
903217	573417	768426	31146	478895	188923
782725	703090	684539	303215	7698	906443
692318	234438	539274	51664	268267	503408
647721	97269	863360	923400	553719	794851
904481	639500	820226	884056	713494	982778
490941	54998	451356	479281	465760	726922
781900	445009	804959	623468	994228	49992
664622	28121	334196	314409	199320	619255
312527	172465	818002	452419	357744	891909
919837	975109	440896	929005	903314	676433
803026	591151	774497	46668	967229	124523
107877	909319	657987	923844	317168	681176
857408	603650	685751	87213	879897	161201
817427	861105	619790	951452	808228	512640
47876	35608	297986	500304	572362	495480
827339	578423	15909	124963	228841	751691
71951	53424	192540	355041	443558	176620
579906	521808	79340	420527	137549	70552
121353	655906	900741	683304	336272	707030
835283	977739	214122	616648	994679	922676
965128	370651	729292	804898	326722	542131
704351	693782	529838	918860	261788	845833
850170	394449	493101	362099	921713	369328
913109	198466	46022	368545	711136	734284
276114	264297	381824	293575	288508	333004
548792	709376	819871	98271	57299	732843
921245	49111	355796	540778	4682	185357
976629	739089	531771	4374	894436	337751
