948113	978651	801874
150217	181361	835636
738969	665151	623190
328640	76497	19034
483600	254569	186177
654434	452832	48209
571277	575725	573128
769196	865387	280277
878738	208266	211550
867979	279475	726685
98260	660389	577164
165110	498302	922157
959285	519401	716490
126507	337988	468139
902497	319887	209558
887848	659334	93481
103225	507852	344426
16568	496849	536625
805983	200463	475132
463680	90770	280654
73788	517186	175199
266192	408975	606842
973691	372991	826595
692128	701223	633548
697859	338944	335242
158075	575064	523164
189859	160848	159252
549055	523800	657483
210813	586525	324943
642001	996883	983594
103188	566430	760982
290309	152383	148385
842288	506668	639836
106330	38226	568937
141202	580565	103691
739724	983191	14770
267525	242685	389269
508183	903805	117780
31098	381476	226590
847864	137017	202566
777648	643937	221727
622218	147235	504811
785367	415126	496461
801286	683816	124952
115386	410870	182966
779802	635101	560547
540971	519942	518420
568758	350772	225327
392375	785245	51676
34216	405176	79025
114586	140392	753200
852578	37760	154336
125406	679093	552236
509362	22103	254260
332053	694633	730958
935287	717036	360542
297718	32056	691404
975442	758120	944764
508079	230238	382566
189162	806716	406162
445539	694087	895197
787981	250499	607223
409705	637183	810194
480210	895980	306372
951240	886719	990330
933524	881061	931854
668536	897833	702123
399058	491717	960668
938070	260213	531146
694916	832206	833400
680676	810393	854717
634674	259607	437468
997220	625108	484477
117990	149285	412138
944146	997235	626705
344319	914699	444095
192399	599861	257513
781557	93454	477312
265326	261669	540959
713491	586423	729833
136643	32982	80055
790460	149694	480307
751314	134705	113237
689667	444384	257632
731717	75909	826749
550437	495885	426540
877553	859610	724750
406009	761278	408221
826880	159224	826147
21857	874870	248759
418638	687554	868025
731141	162090	998376
640964	257838	439271
36503	599451	187044
539829	234149	848868
706811	985881	24990
795655	595836	618398
234756	537883	655957
422811	286777	637371
615550	847868	452180
564545	30920	563059
53321	186893	51903
90155	231056	918661
193885	33120	320469
965281	993943	902865
911707	283225	60186
931628	117823	253128
186752	194640	109043
994815	975241	165700
595898	631115	49288
222321	970845	379867
159164	945598	456220
687111	742790	716072
112052	915024	315463
557640	490900	717095
154570	63686	327012
841820	737937	105934
132366	832158	574480
273168	187720	93856
949095	667532	895030
758126	390471	141113
800912	42094	772605
748105	985542	8995
837997	339546	480301
799544	518414	473382
764644	879986	727037
899318	232524	944657
891210	296905	293050
379598	629200	351887
989665	659053	273185
359110	822507	297830
530801	178886	724145
775136	420914	23206
772074	630349	716460
567232	650970	115951
833803	466178	789076
779162	42612	496052
406700	66581	482301
68004	576333	867617
822653	838505	118388
324748	715411	894423
158330	318514	265540
221921	489439	752253
312783	287363	555818
50202	113962	343818
125885	934102	997889
210714	64393	257790
590068	700232	596737
252246	973416	984652
127285	816839	464072
345257	334484	716809
988386	31346	739110
848317	739079	45278
652994	407342	85164
331555	350952	48855
529400	898332	854
528437	474110	889030
143004	59822	630954
945138	187505	147446
172332	663821	52307
725112	64932	278464
586447	682400	493570
169510	724210	729759
60359	510426	376684
9702	791562	899335
523782	131802	645552
192130	152836	590129
930978	424723	396309
201934	807085	249885
89707	511015	886776
425812	564435	228557
912754	270668	50608
168038	758861	516271
892718	989530	401893
583660	517298	985058
484622	91370	769180
98188	239789	146014
105173	884413	224385
655362	470705	106482
976063	280127	177314
868501	281396	470683
903945	97969	37843
644004	867091	577637
159286	513633	920859
917695	153049	41329
350080	43840	260448
156831	290868	559490
544844	68143	997486
768413	373040	86541
163285	904000	921107
170093	607904	314158
561090	295297	899320
823084	522378	471949
887954	663334	911779
943579	416113	28245
134325	550343	843359
704354	39481	106009
860532	348478	408407
281638	324896	909041
900004	605275	567825
936382	237774	808736
911121	604783	346595
935113	981050	604832
422429	616314	289391
328751	338652	135691
815481	904438	844806
485747	304720	507397
147204	620547	43739
314177	46621	186142
886268	909213	333286
805175	830771	736397
715614	714315	403489
444497	21805	342358
969889	713177	749105
971324	52436	778278
306893	684343	418942
298108	248556	975563
950796	80101	753464
803895	143275	802123
25788	400233	771801
983166	93065	910737
447614	350997	565437
916353	786031	227674
134484	713811	539734
841315	713121	355561
736383	74263	491392
461228	147160	870679
723850	706365	890629
181231	275431	499406
333503	835938	327284
401384	442756	500522
629176	672632	808191
847145	982726	98831
281738	670325	78391
597482	345024	665418
247245	761192	897709
27695	915483	499380
44816	282560	649238
407650	792259	883782
810196	187786	330480
740398	989161	291602
298077	739024	911934
763204	886671	723286
905263	727673	58339
202436	822632	703317
579936	989034	365157
524965	208162	710750
401096	937878	939224
283200	779416	140841
486853	410882	216939
883797	561595	43898
572861	429609	713863
720456	591693	492709
266113	618937	721726
667241	982363	872033
227425	484508	920308
588991	6011	483506
28434	830363	14637
961202	17714	674093
655829	550702	572294
339789	440987	792799
684309	315516	536009
349453	402747	814873
209593	689009	549417
73277	884760	736256
791161	741954	665406
515918	544466	87299
261814	166294	865294
686929	70565	942518
716539	382799	983725
181050	371412	658140
425194	493337	579939
290981	55218	389204
262178	910427	51974
703872	676330	998901
932360	322786	676522
184056	628854	991215
961691	14356	395288
701891	927156	887691
373266	566053	820660
646147	239724	416840
324430	530317	52061
68833	132047	126919
836414	50221	747090
631565	15185	42706
401783	445072	30013
773510	546054	610731
107550	765364	258818
574791	766371	741165
160842	558283	511640
174307	246717	191335
866918	86779	403374
594011	750820	800252
101081	444182	11185
692071	521415	157708
785411	547230	516495
186486	744210	263327
613150	688551	634088
847776	2123	78954
516610	183220	706089
446981	455365	196343
238227	964791	502267
726728	276916	5909
667550	700407	522787
697381	561911	620092
55191	636891	789323
812362	531355	143882
256136	227990	802242
113785	203987	938765
640774	733126	969069
596831	562566	998937
837544	994174	837911
386034	23202	389735
455652	999271	333388
701815	548380	953929
428556	222461	887004
621607	907639	407965
710777	283572	620240
928767	972629	420549
837497	490211	470428
152795	138631	950139
168851	927017	825744
951472	711008	709570
857130	95556	912882
447068	966764	766263
75443	194459	726868
874115	681127	156590
681481	383017	513111
658622	434416	732591
422372	16150	636704
258194	366000	54834
269377	741951	786290
835431	934910	111823
278560	470804	305637
327724	40067	132439
248589	762613	844359
279594	249760	778070
651159	180769	244555
964349	919555	400421
255266	380591	371964
878722	897652	707544
811780	860440	682902
649511	370740	791249
329656	474055	641674
81304	27933	801039
869880	168596	951783
281142	82519	670870
727451	64950	659031
701454	479856	931639
16815	116520	533879
877530	896010	784883
83493	985522	468772
223158	736169	118894
416826	575498	682498
348005	627834	476008
344805	747808	318344
192007	251635	145327
386690	907473	33349
653012	212623	807792
668077	190870	441981
692120	838854	324622
199030	733620	421554
467473	86759	232183
18267	363219	426975
946881	695780	571591
996074	502411	444004
986494	655387	416758
